name,ip,port,f5cluster_name
/onecloud/s2-dev14-tcs6-vip.vmware.com,10.148.83.186,8611,ltm-onecloud-1
/onecloud/s2-dev14-tcs7-vip.vmware.com,10.148.83.210,8711,ltm-onecloud-1
/onecloud/wwwa-test91-web-vip-1.vmware.com,10.148.80.98,80,ltm-onecloud-1
/onecloud/s2-test91-solrs-vip.vmware.com,10.148.80.108,80,ltm-onecloud-1
/onecloud/ucmtest91tril-vip.vmware.com,10.148.80.200,8888,ltm-onecloud-1
/onecloud/test91-oid.vmware.com,10.148.80.108,389,ltm-onecloud-1
/onecloud/lrp-test91-vip.vmware.com,10.148.80.201,80,ltm-onecloud-1
/onecloud/s2-test13-lrint1-vip.vmware.com,10.148.81.249,8001,ltm-onecloud-1
/onecloud/www-test91-vip.vmware.com,10.148.81.252,80,ltm-onecloud-1
/onecloud/comm-test17.vmware.com.vmware.com,10.128.219.146,80,ltm-onecloud-1
/onecloud/cbr-test17-rmq-vip.vmware.com,10.148.81.134,5672,ltm-onecloud-1
/onecloud/wwwa-test41-web-vip-1.vmware.com,10.148.81.168,80,ltm-onecloud-1
/onecloud/wwwa-test14-web-vip-1.vmware.com,10.148.80.149,80,ltm-onecloud-1
/onecloud/s2-test14-solrs-vip.vmware.com,10.148.80.200,80,ltm-onecloud-1
/onecloud/ucmtest14tril-vip.vmware.com,10.148.80.205,8888,ltm-onecloud-1
/onecloud/communities-test14-vip,10.148.82.50,80,ltm-onecloud-1
/onecloud/communities-test14-vip_ssl,10.148.82.50,443,ltm-onecloud-1
/onecloud/pdh-test.vmware.com,10.127.248.53,80,ltm-onecloud-1
/onecloud/lrp-test14-vip.vmware.com,10.148.82.37,80,ltm-onecloud-1
/onecloud/s2-test14-tcs2-vip.vmware.com,10.148.82.20,8211,ltm-onecloud-1
/onecloud/s2-test14-tcs3-vip.vmware.com,10.148.82.23,8311,ltm-onecloud-1
/onecloud/s2-test14-tcs4-vip.vmware.com,10.148.82.24,8411,ltm-onecloud-1
/onecloud/s2-test14-tcs5-vip.vmware.com,10.148.82.30,8511,ltm-onecloud-1
/onecloud/s2-test14-tcs7-vip.vmware.com,10.148.82.27,8711,ltm-onecloud-1
/onecloud/cbr-uat-dr-vip-ssl,10.127.248.106,443,ltm-onecloud-1
/onecloud/cbr-uat-dr-vip,10.127.248.106,80,ltm-onecloud-1
/onecloud/s2-test14-tcs6-vip.vmware.com,10.148.82.25,8611,ltm-onecloud-1
/onecloud/s2-test14-websvc1-vip.vmware.com,10.148.81.51,8181,ltm-onecloud-1
/onecloud/s2-test14-websvc2-vip.vmware.com,10.148.80.229,8281,ltm-onecloud-1
/onecloud/s2-test14-websvc3-vip.vmware.com,10.148.80.232,8381,ltm-onecloud-1
/onecloud/s2-test14-wcm-vip.vmware.com,10.148.82.21,8251,ltm-onecloud-1
/onecloud/s2-test14-websvc5-vip,10.148.82.58,8581,ltm-onecloud-1
/onecloud/www-test14-vip.vmware.com,10.148.82.40,80,ltm-onecloud-1
/onecloud/s2-test14-tcs1-vip.vmware.com,10.148.82.26,8111,ltm-onecloud-1
/onecloud/test14-ebssso.vmware.com,10.148.81.250,443,ltm-onecloud-1
/onecloud/s2-test14-ebssso-vip.vmware.com,10.148.81.21,443,ltm-onecloud-1
/onecloud/s2-test14-ebssso-ag-vip.vmware.com,10.148.81.137,80,ltm-onecloud-1
/onecloud/s2-test14-lr1-vip.vmware.com,10.148.82.31,8001,ltm-onecloud-1
/onecloud/s2-test14-lr2-vip.vmware.com,10.148.82.34,8011,ltm-onecloud-1
/onecloud/s2-test14-lr5-vip.vmware.com,10.148.82.36,8011,ltm-onecloud-1
/onecloud/s2-test14-lr4-vip.vmware.com,10.148.82.35,8001,ltm-onecloud-1
/onecloud/s2-test14-lr3-vip.vmware.com,10.148.82.38,8001,ltm-onecloud-1
/onecloud/ucmtest14-vip.vmware.com,10.148.82.33,7780,ltm-onecloud-1
/onecloud/cbr-qa-dr-vip-ssl,10.127.248.107,443,ltm-onecloud-1
/onecloud/s2-test91-lr2-vip.vmware.com,10.148.81.158,8011,ltm-onecloud-1
/onecloud/s2-test91-lr1-vip.vmware.com,10.148.81.252,8001,ltm-onecloud-1
/onecloud/s2-test91-wcm-static-vip.vmware.com,10.148.82.61,81,ltm-onecloud-1
/onecloud/s2-test91-wcm-vip.vmware.com,10.148.81.252,8251,ltm-onecloud-1
/onecloud/s2-test91-tcs4-vip.vmware.com,10.148.80.87,8411,ltm-onecloud-1
/onecloud/s2-test91-tcs3-vip.vmware.com,10.148.81.48,8311,ltm-onecloud-1
/onecloud/s2-test91-tcs2-vip.vmware.com,10.148.80.249,8211,ltm-onecloud-1
/onecloud/s2-test91-tcs1-vip.vmware.com,10.148.80.228,8111,ltm-onecloud-1
/onecloud/s2-test91-tcs8-vip.vmware.com,10.148.82.60,8811,ltm-onecloud-1
/onecloud/s2-test91-tcs7-vip.vmware.com,10.148.82.59,8711,ltm-onecloud-1
/onecloud/s2-test91-tcs6-vip.vmware.com,10.148.81.51,8611,ltm-onecloud-1
/onecloud/s2-test91-tcs5-vip.vmware.com,10.148.80.107,8511,ltm-onecloud-1
/onecloud/s2-test91-lr3-vip.vmware.com,10.148.82.62,8001,ltm-onecloud-1
/onecloud/wwwa-dev15-web-vip-1.vmware.com,10.148.80.89,80,ltm-onecloud-1
/onecloud/s2-dev15-solrs-vip.vmware.com,10.148.80.93,80,ltm-onecloud-1
/onecloud/ucmdev15tril-vip.vmware.com,10.148.80.98,8888,ltm-onecloud-1
/onecloud/portal-dev15-flexlm-vip.vmware.com,10.148.82.74,80,ltm-onecloud-1
/onecloud/dev15soa-vip.vmware.com,10.148.80.91,7777,ltm-onecloud-1
/onecloud/ucmdev15-vip.vmware.com,10.148.80.97,7780,ltm-onecloud-1
/onecloud/web-test11-ints-vip-ssl,10.148.82.81,443,ltm-onecloud-1
/onecloud/s2-dev15-lr2-vip.vmware.com,10.148.80.72,8011,ltm-onecloud-1
/onecloud/lrp-dev15-vip.vmware.com,10.148.80.102,80,ltm-onecloud-1
/onecloud/s2-dev15-lr3-vip.vmware.com,10.148.80.126,8001,ltm-onecloud-1
/onecloud/s2-dev15-lr5-vip.vmware.com,10.148.80.104,8011,ltm-onecloud-1
/onecloud/s2-dev15-lr4-vip.vmware.com,10.148.80.130,8001,ltm-onecloud-1
/onecloud/visl-dev15-ml-vip.vmware.com,10.148.80.194,8001,ltm-onecloud-1
/onecloud/visl-dev15-pl-vip.vmware.com,10.148.82.87,8001,ltm-onecloud-1
/onecloud/psb-dev15-ml-vip.vmware.com,10.148.82.89,8011,ltm-onecloud-1
/onecloud/s2-dev15-tcs8-vip.vmware.com,10.148.80.127,8811,ltm-onecloud-1
/onecloud/s2-dev15-tcs7-vip.vmware.com,10.148.80.124,8711,ltm-onecloud-1
/onecloud/s2-dev15-tcs6-vip.vmware.com,10.148.80.125,8611,ltm-onecloud-1
/onecloud/s2-dev15-tcs5-vip.vmware.com,10.148.80.123,8511,ltm-onecloud-1
/onecloud/websearch-dev15-vip.vmware.com,10.148.82.93,8080,ltm-onecloud-1
/onecloud/s2-dev15-tcs4-vip.vmware.com,10.148.80.117,8411,ltm-onecloud-1
/onecloud/s2-dev15-tcs3-vip.vmware.com,10.148.80.116,8311,ltm-onecloud-1
/onecloud/s2-dev15-tcs2-vip.vmware.com,10.148.80.108,8211,ltm-onecloud-1
/onecloud/s2-dev15-tcs1-vip.vmware.com,10.148.80.107,8111,ltm-onecloud-1
/onecloud/s2-dev15-ebssso-vip.vmware.com,10.148.82.42,9443,ltm-onecloud-1
/onecloud/s2-dev15-ebssso-ag-vip.vmware.com,10.148.82.39,8011,ltm-onecloud-1
/onecloud/www-dev15-vip.vmware.com,10.148.82.43,80,ltm-onecloud-1
/onecloud/dev15-oid.vmware.com,10.148.80.99,389,ltm-onecloud-1
/onecloud/dev15-ovd.vmware.com,10.148.80.119,6501,ltm-onecloud-1
/onecloud/s2-dev15-lr1-vip.vmware.com,10.148.80.119,8001,ltm-onecloud-1
/onecloud/web-test17-ints-vip-ssl,10.148.82.61,443,ltm-onecloud-1
/onecloud/oracledisco-uat-vip,10.148.82.107,80,ltm-onecloud-1
/onecloud/visl-test14-ml-vip.vmware.com,10.148.82.18,8001,ltm-onecloud-1
/onecloud/visl-test14-pl-vip.vmware.com,10.148.82.30,8001,ltm-onecloud-1
/onecloud/wwwa-test15-web-vip-1.vmware.com,10.148.81.246,80,ltm-onecloud-1
/onecloud/s2-test15-solrs-vip.vmware.com,10.148.82.111,80,ltm-onecloud-1
/onecloud/ucmtest15tril-vip.vmware.com,10.148.232.77,8888,ltm-onecloud-1
/onecloud/portal-test15-flexlm-vip.vmware.com,10.148.82.111,80,ltm-onecloud-1
/onecloud/ucmtest15-vip.vmware.com,10.148.82.114,7780,ltm-onecloud-1
/onecloud/test15-ovd.vmware.com,10.148.82.132,6501,ltm-onecloud-1
/onecloud/portal-test15-webgate-vip.vmware.com,10.148.82.121,80,ltm-onecloud-1
/onecloud/test15-webpass-vip.vmware.com,10.148.82.122,7780,ltm-onecloud-1
/onecloud/s2-test15-lr3-vip.vmware.com,10.148.232.74,8001,ltm-onecloud-1
/onecloud/s2-test15-lr2-vip.vmware.com,10.148.232.73,8011,ltm-onecloud-1
/onecloud/s2-test15-lr1-vip.vmware.com,10.148.232.72,8001,ltm-onecloud-1
/onecloud/lrp-test15-vip.vmware.com,10.148.232.78,80,ltm-onecloud-1
/onecloud/s2-test15-lr5-vip.vmware.com,10.148.232.76,8011,ltm-onecloud-1
/onecloud/s2-test15-lr4-vip.vmware.com,10.148.232.75,8001,ltm-onecloud-1
/onecloud/visl-test15-ml-vip.vmware.com,10.148.82.154,8001,ltm-onecloud-1
/onecloud/visl-test15-pl-vip.vmware.com,10.148.82.153,8001,ltm-onecloud-1
/onecloud/psb-test15-ml-vip.vmware.com,10.148.82.131,8011,ltm-onecloud-1
/onecloud/s2-test15-wcm-static-vip.vmware.com,10.148.82.152,81,ltm-onecloud-1
/onecloud/websearch-test15-vip.vmware.com,10.148.82.130,8080,ltm-onecloud-1
/onecloud/s2-test15-wcm-vip.vmware.com,10.148.82.225,8251,ltm-onecloud-1
/onecloud/s2-test15-tcs8-vip.vmware.com,10.148.82.133,8811,ltm-onecloud-1
/onecloud/s2-test15-tcs7-vip.vmware.com,10.148.232.70,8711,ltm-onecloud-1
/onecloud/s2-test15-tcs6-vip.vmware.com,10.148.83.235,8611,ltm-onecloud-1
/onecloud/s2-test15-tcs5-vip.vmware.com,10.148.83.240,8511,ltm-onecloud-1
/onecloud/s2-test15-tcs4-vip.vmware.com,10.148.83.225,8411,ltm-onecloud-1
/onecloud/s2-test15-tcs3-vip.vmware.com,10.148.83.209,8311,ltm-onecloud-1
/onecloud/s2-test15-tcs2-vip.vmware.com,10.148.82.155,8211,ltm-onecloud-1
/onecloud/s2-test15-tcs1-vip.vmware.com,10.148.83.239,8111,ltm-onecloud-1
/onecloud/s2-test15-ebssso-ag-vip.vmware.com,10.148.82.136,80,ltm-onecloud-1
/onecloud/s2-test15-ebssso-vip.vmware.com,10.148.82.128,443,ltm-onecloud-1
/onecloud/test15-ebssso.vmware.com,10.148.82.142,443,ltm-onecloud-1
/onecloud/test15osb-vip.vmware.com,10.148.82.131,8011,ltm-onecloud-1
/onecloud/test15soa-vip.vmware.com,10.148.82.133,7777,ltm-onecloud-1
/onecloud/www-test15-vip.vmware.com,10.148.82.113,80,ltm-onecloud-1
/onecloud/www-test15-vip.vmware.com-ssl,10.148.82.128,443,ltm-onecloud-1
/onecloud/comm-test15-HTTP,10.148.82.114,80,ltm-onecloud-1
/onecloud/comm-test15-ssl,10.148.82.114,443,ltm-onecloud-1
/onecloud/s2-test11-ebspdhsso-ag-vip.vmware.com,10.148.82.162,443,ltm-onecloud-1
/onecloud/s2-test11-ebspdhsso-vip.vmware.com,10.148.82.163,443,ltm-onecloud-1
/onecloud/test54-oid.vmware.com,10.148.82.168,389,ltm-onecloud-1
/onecloud/s2-dev91-tcs4-vip.vmware.com,10.148.82.71,8411,ltm-onecloud-1
/onecloud/s2-dev91-tcs3-vip.vmware.com,10.148.82.159,8311,ltm-onecloud-1
/onecloud/s2-dev91-tcs2-vip.vmware.com,10.148.82.160,8211,ltm-onecloud-1
/onecloud/s2-dev91-tcs1-vip.vmware.com,10.148.82.161,8111,ltm-onecloud-1
/onecloud/s2-dev91-tcs8-vip.vmware.com,10.148.82.164,8811,ltm-onecloud-1
/onecloud/s2-dev91-tcs7-vip.vmware.com,10.148.82.165,8711,ltm-onecloud-1
/onecloud/s2-dev91-tcs6-vip.vmware.com,10.148.82.166,8611,ltm-onecloud-1
/onecloud/s2-dev91-tcs5-vip.vmware.com,10.148.82.167,8511,ltm-onecloud-1
/onecloud/s2-dev90-lr1-vip.vmware.com,10.148.82.170,8001,ltm-onecloud-1
/onecloud/wwwa-dev16-web-vip-1.vmware.com,10.148.80.52,80,ltm-onecloud-1
/onecloud/s2-dev16-solrs-vip.vmware.com,10.148.80.66,80,ltm-onecloud-1
/onecloud/ucmdev16tril-vip.vmware.com,10.148.80.53,8888,ltm-onecloud-1
/onecloud/s2-dev16-lr1-vip.vmware.com,10.148.82.164,8001,ltm-onecloud-1
/onecloud/dev16-oid.vmware.com,10.148.80.65,389,ltm-onecloud-1
/onecloud/s2-dev16-lr2-vip.vmware.com,10.148.82.160,8011,ltm-onecloud-1
/onecloud/lrp-dev16-vip.vmware.com,10.148.82.168,80,ltm-onecloud-1
/onecloud/www-dev16-vip.vmware.com,10.148.82.169,80,ltm-onecloud-1
/onecloud/s2-dev16-lr3-vip.vmware.com,10.148.82.167,8001,ltm-onecloud-1
/onecloud/s2-dev16-lr4-vip.vmware.com,10.148.82.166,8001,ltm-onecloud-1
/onecloud/s2-dev16-lr5-vip.vmware.com,10.148.82.161,8011,ltm-onecloud-1
/onecloud/s2-dev16-tcs4-vip.vmware.com,10.148.80.84,8411,ltm-onecloud-1
/onecloud/s2-dev16-tcs3-vip.vmware.com,10.148.80.83,8311,ltm-onecloud-1
/onecloud/s2-dev16-tcs2-vip.vmware.com,10.148.80.82,8211,ltm-onecloud-1
/onecloud/s2-dev16-tcs1-vip.vmware.com,10.148.80.81,8111,ltm-onecloud-1
/onecloud/s2-dev16-tcs8-vip.vmware.com,10.148.82.71,8811,ltm-onecloud-1
/onecloud/s2-dev16-tcs7-vip.vmware.com,10.148.80.88,8711,ltm-onecloud-1
/onecloud/s2-dev16-tcs6-vip.vmware.com,10.148.80.86,8611,ltm-onecloud-1
/onecloud/s2-dev16-tcs5-vip.vmware.com,10.148.80.85,8511,ltm-onecloud-1
/onecloud/s2-test17-ebspdhsso-ag-vip.vmware.com,10.148.82.172,443,ltm-onecloud-1
/onecloud/s2-test17-ebspdhsso-vip.vmware.com,10.148.82.173,443,ltm-onecloud-1
/onecloud/s2-test16-lr2-vip.vmware.com,10.148.82.178,8011,ltm-onecloud-1
/onecloud/s2-test16-lr1-vip.vmware.com,10.148.82.179,8001,ltm-onecloud-1
/onecloud/s2-test16-lr3-vip.vmware.com,10.148.82.181,8001,ltm-onecloud-1
/onecloud/s2-test16-wcm-static-vip.vmware.com,10.148.80.169,81,ltm-onecloud-1
/onecloud/s2-test16-wcm-vip.vmware.com,10.148.82.66,8251,ltm-onecloud-1
/onecloud/s2-test16-tcs4-vip.vmware.com,10.148.80.165,8411,ltm-onecloud-1
/onecloud/s2-test16-tcs3-vip.vmware.com,10.148.82.109,8311,ltm-onecloud-1
/onecloud/s2-test16-tcs2-vip.vmware.com,10.148.82.108,8211,ltm-onecloud-1
/onecloud/s2-test16-tcs1-vip.vmware.com,10.148.81.169,8111,ltm-onecloud-1
/onecloud/s2-test16-tcs8-vip.vmware.com,10.148.82.175,8811,ltm-onecloud-1
/onecloud/s2-test16-tcs7-vip.vmware.com,10.148.82.174,8711,ltm-onecloud-1
/onecloud/s2-test16-tcs6-vip.vmware.com,10.148.82.157,8611,ltm-onecloud-1
/onecloud/s2-test16-tcs5-vip.vmware.com,10.148.82.145,8511,ltm-onecloud-1
/onecloud/s2-test16-websvc5-vip,10.148.82.181,8581,ltm-onecloud-1
/onecloud/communities-test16-vip,10.148.82.182,80,ltm-onecloud-1
/onecloud/communities-test16-vip_ssl,10.148.82.182,443,ltm-onecloud-1
/onecloud/s2-test16-ebssso-ag-vip.vmware.com,10.148.80.148,80,ltm-onecloud-1
/onecloud/s2-test16-ebssso-vip.vmware.com,10.148.80.143,443,ltm-onecloud-1
/onecloud/www-test16-vip.vmware.com-ssl,10.148.80.156,443,ltm-onecloud-1
/onecloud/web-test16-ints-vip-ssl,10.148.83.37,443,ltm-onecloud-1
/onecloud/test55-oid.vmware.com,10.148.82.186,389,ltm-onecloud-1
/onecloud/ucmtest55tril-vip.vmware.com,10.148.82.218,8888,ltm-onecloud-1
/onecloud/ucmtest56tril-vip.vmware.com,10.148.82.185,8888,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-vip.vmware.com,10.148.82.200,443,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-ag-vip.vmware.com,10.148.82.199,443,ltm-onecloud-1
/onecloud/wwwa-test60-web-vip-1.vmware.com,10.148.81.243,80,ltm-onecloud-1
/onecloud/ucmtest60tril-vip.vmware.com,10.148.82.205,8888,ltm-onecloud-1
/onecloud/s2-test60-solrs-vip.vmware.com,10.148.82.206,80,ltm-onecloud-1
/onecloud/test60-oid.vmware.com,10.148.82.208,389,ltm-onecloud-1
/onecloud/s2-test60-lr1-vip.vmware.com,10.148.82.209,8001,ltm-onecloud-1
/onecloud/test14-oid.vmware.com,10.148.81.239,389,ltm-onecloud-1
/onecloud/wwwa-test61-web-vip-1.vmware.com,10.148.80.133,80,ltm-onecloud-1
/onecloud/s2-test61-solrs-vip.vmware.com,10.148.82.203,80,ltm-onecloud-1
/onecloud/ucmtest61tril-vip.vmware.com,10.148.82.205,8888,ltm-onecloud-1
/onecloud/s2-test61-lr1-vip.vmware.com,10.148.82.207,8001,ltm-onecloud-1
/onecloud/test61-oid.vmware.com,10.148.82.208,389,ltm-onecloud-1
/onecloud/test15-oid,10.148.82.118,389,ltm-onecloud-1
/onecloud/test31-oid.vmware.com,10.148.82.213,389,ltm-onecloud-1
/onecloud/s2-dev13-tco-vip.vmware.com,10.148.82.208,8001,ltm-onecloud-1
/onecloud/lrp-dev11-vip.vmware.com,10.148.80.177,80,ltm-onecloud-1
/onecloud/s2-dev11-ebssso-vip.vmware.com,10.148.82.202,9443,ltm-onecloud-1
/onecloud/s2-dev11-ebssso-ag-vip.vmware.com,10.148.82.204,8011,ltm-onecloud-1
/onecloud/s2-dev11-tcs1-vip.vmware.com,10.148.82.205,8111,ltm-onecloud-1
/onecloud/s2-dev11-tcs2-vip.vmware.com,10.148.82.206,8211,ltm-onecloud-1
/onecloud/s2-dev11-tcs3-vip.vmware.com,10.148.82.207,8311,ltm-onecloud-1
/onecloud/s2-dev11-tcs4-vip.vmware.com,10.148.82.209,8411,ltm-onecloud-1
/onecloud/s2-dev11-tcs5-vip.vmware.com,10.148.82.210,8511,ltm-onecloud-1
/onecloud/s2-dev11-tcs6-vip.vmware.com,10.148.82.211,8611,ltm-onecloud-1
/onecloud/s2-dev11-tcs7-vip.vmware.com,10.148.82.212,8711,ltm-onecloud-1
/onecloud/s2-dev11-tcs8-vip.vmware.com,10.148.82.214,8811,ltm-onecloud-1
/onecloud/wwwa-dev71-web-vip-1.vmware.com,10.148.80.197,80,ltm-onecloud-1
/onecloud/s2-dev85-lr1-vip.vmware.com,10.148.82.220,8001,ltm-onecloud-1
/onecloud/web-test15-ints-vip-ssl,10.148.80.194,443,ltm-onecloud-1
/onecloud/s2-test33-solrs-vip.vmware.com,10.148.80.235,80,ltm-onecloud-1
/onecloud/ucmtest33tril-vip.vmware.com,10.148.82.221,8888,ltm-onecloud-1
/onecloud/s2-test33-lr1-vip.vmware.com,10.148.82.230,8001,ltm-onecloud-1
/onecloud/test33-oid.vmware.com,10.148.82.222,389,ltm-onecloud-1
/onecloud/wwwa-test33-web-vip-1.vmware.com,10.148.80.197,80,ltm-onecloud-1
/onecloud/test33-ebssso.vmware.com,10.148.82.227,443,ltm-onecloud-1
/onecloud/s2-test33-lr2-vip.vmware.com,10.148.80.74,8011,ltm-onecloud-1
/onecloud/s2-test33-lr3-vip.vmware.com,10.148.82.231,8001,ltm-onecloud-1
/onecloud/lrp-test33-vip.vmware.com,10.148.82.232,80,ltm-onecloud-1
/onecloud/s2-test33-lr5-vip.vmware.com,10.148.82.234,8011,ltm-onecloud-1
/onecloud/s2-test33-lr4-vip.vmware.com,10.148.82.235,8001,ltm-onecloud-1
/onecloud/ucmtest33-vip.vmware.com,10.148.82.220,7780,ltm-onecloud-1
/onecloud/visl-test33-pl-vip.vmware.com,10.148.82.219,8001,ltm-onecloud-1
/onecloud/visl-test33-ml-vip.vmware.com,10.148.82.236,8001,ltm-onecloud-1
/onecloud/www-test33-vip.vmware.com-ssl,10.148.82.233,443,ltm-onecloud-1
/onecloud/www-test33-vip.vmware.com,10.148.82.233,80,ltm-onecloud-1
/onecloud/s2-test33-tcs1-vip.vmware.com,10.148.82.246,8111,ltm-onecloud-1
/onecloud/s2-test33-tcs2-vip.vmware.com,10.148.82.247,8211,ltm-onecloud-1
/onecloud/s2-test33-tcs3-vip.vmware.com,10.148.82.248,8311,ltm-onecloud-1
/onecloud/s2-test33-tcs4-vip.vmware.com,10.148.82.249,8411,ltm-onecloud-1
/onecloud/s2-test33-tcs5-vip.vmware.com,10.148.82.244,8511,ltm-onecloud-1
/onecloud/s2-test33-tcs6-vip.vmware.com,10.148.82.245,8611,ltm-onecloud-1
/onecloud/s2-test33-tcs7-vip.vmware.com,10.148.82.240,8711,ltm-onecloud-1
/onecloud/s2-test33-tcs8-vip.vmware.com,10.148.82.241,8811,ltm-onecloud-1
/onecloud/s2-test33-wcm-vip.vmware.com,10.148.82.251,8251,ltm-onecloud-1
/onecloud/s2-test33-wcm-static-vip.vmware.com,10.148.82.242,81,ltm-onecloud-1
/onecloud/s2-test33-websvc1-vip.vmware.com,10.148.82.253,8181,ltm-onecloud-1
/onecloud/s2-test33-websvc2-vip.vmware.com,10.148.82.254,8281,ltm-onecloud-1
/onecloud/s2-test33-websvc3-vip.vmware.com,10.148.82.255,8381,ltm-onecloud-1
/onecloud/s2-test33-websvc4-vip.vmware.com,10.148.82.252,8481,ltm-onecloud-1
/onecloud/s2-test33-websvc5-vip.vmware.com,10.148.83.1,8581,ltm-onecloud-1
/onecloud/comm-test33-vip.vmware.com,10.148.83.2,80,ltm-onecloud-1
/onecloud/comm-test33-vip_ssl,10.148.83.2,443,ltm-onecloud-1
/onecloud/s2-test33-ebssso-ag-vip.vmware.com,10.148.82.250,80,ltm-onecloud-1
/onecloud/s2-test33-ebssso-vip.vmware.com,10.148.82.237,443,ltm-onecloud-1
/onecloud/test14osb-vip.vmware.com,10.148.81.158,8011,ltm-onecloud-1
/onecloud/test14soa-vip.vmware.com,10.148.81.177,7777,ltm-onecloud-1
/onecloud/test33osb-vip.vmware.com,10.148.82.223,8011,ltm-onecloud-1
/onecloud/ucmdev45tril-vip.vmware.com,10.148.83.3,8888,ltm-onecloud-1
/onecloud/s2-dev45-solrs-vip.vmware.com,10.148.83.6,80,ltm-onecloud-1
/onecloud/wwwa-dev45-web-vip-1.vmware.com,10.148.82.239,80,ltm-onecloud-1
/onecloud/s2-dev45-lr1-vip.vmware.com,10.148.83.11,8001,ltm-onecloud-1
/onecloud/ucmtest54-vip.vmware.com,10.148.80.205,7780,ltm-onecloud-1
/onecloud/ucmtest54tril-vip.vmware.com,10.148.80.204,8888,ltm-onecloud-1
/onecloud/dev45-oid.vmware.com,10.148.83.7,389,ltm-onecloud-1
/onecloud/s2-dev45-lr2-vip.vmware.com,10.148.83.10,8011,ltm-onecloud-1
/onecloud/s2-dev45-lr3-vip.vmware.com,10.148.83.12,8001,ltm-onecloud-1
/onecloud/s2-dev45-lr5-vip.vmware.com,10.148.83.14,8011,ltm-onecloud-1
/onecloud/s2-dev45-lr4-vip.vmware.com,10.148.83.8,8001,ltm-onecloud-1
/onecloud/lrp-dev45-vip.vmware.com,10.148.83.13,80,ltm-onecloud-1
/onecloud/www-dev45-vip.vmware.com,10.148.83.15,80,ltm-onecloud-1
/onecloud/s2-dev45-tcs5-vip.vmware.com,10.148.83.21,8511,ltm-onecloud-1
/onecloud/s2-dev45-tcs6-vip.vmware.com,10.148.83.22,8611,ltm-onecloud-1
/onecloud/s2-dev45-tcs7-vip.vmware.com,10.148.83.23,8711,ltm-onecloud-1
/onecloud/s2-dev45-tcs8-vip.vmware.com,10.148.83.24,8811,ltm-onecloud-1
/onecloud/s2-dev45-tcs1-vip.vmware.com,10.148.83.25,8111,ltm-onecloud-1
/onecloud/s2-dev45-tcs2-vip.vmware.com,10.148.83.26,8211,ltm-onecloud-1
/onecloud/s2-dev45-tcs3-vip.vmware.com,10.148.83.27,8311,ltm-onecloud-1
/onecloud/s2-dev45-tcs4-vip.vmware.com,10.148.83.28,8411,ltm-onecloud-1
/onecloud/comm-test11-vip-http,10.148.83.18,80,ltm-onecloud-1
/onecloud/www-dev45-vip-ssl,10.148.83.15,443,ltm-onecloud-1
/onecloud/s2-test11-ebssso-ag-vip.vmware.com,10.148.80.230,80,ltm-onecloud-1
/onecloud/s2-test11-ebssso-vip.vmware.com,10.148.80.225,443,ltm-onecloud-1
/onecloud/s2-test11-tcs1-vip.vmware.com,10.148.81.251,8111,ltm-onecloud-1
/onecloud/s2-test11-tcs2-vip.vmware.com,10.148.80.215,8211,ltm-onecloud-1
/onecloud/s2-test11-tcs3-vip.vmware.com,10.148.80.237,8311,ltm-onecloud-1
/onecloud/s2-test11-tcs4-vip.vmware.com,10.148.80.238,8411,ltm-onecloud-1
/onecloud/s2-test11-wcm-vip.vmware.com,10.148.80.239,8251,ltm-onecloud-1
/onecloud/s2-test11-wcm-static-vip.vmware.com,10.148.80.240,81,ltm-onecloud-1
/onecloud/s2-test11-tcs5-vip.vmware.com,10.148.80.242,8511,ltm-onecloud-1
/onecloud/s2-test11-tcs6-vip.vmware.com,10.148.80.243,8611,ltm-onecloud-1
/onecloud/comm-test11-vip-ssl,10.148.83.18,443,ltm-onecloud-1
/onecloud/s2-test11-tcs7-vip.vmware.com,10.148.81.66,8711,ltm-onecloud-1
/onecloud/s2-test11-tcs8-vip.vmware.com,10.148.81.67,8811,ltm-onecloud-1
/onecloud/wwwa-test67-web-vip-1.vmware.com,10.148.80.223,80,ltm-onecloud-1
/onecloud/ucmtest67tril-vip.vmware.com,10.148.83.51,8888,ltm-onecloud-1
/onecloud/s2-test67-solrs-vip.vmware.com,10.148.83.37,80,ltm-onecloud-1
/onecloud/s2-test67-lr1-vip.vmware.com,10.148.83.26,8001,ltm-onecloud-1
/onecloud/test67-oid.vmware.com,10.148.81.243,389,ltm-onecloud-1
/onecloud/s2-test67-tcs1-vip.vmware.com,10.148.81.239,8111,ltm-onecloud-1
/onecloud/s2-test67-tcs2-vip.vmware.com,10.148.80.228,8211,ltm-onecloud-1
/onecloud/s2-test67-tcs3-vip.vmware.com,10.148.81.21,8311,ltm-onecloud-1
/onecloud/s2-test67-tcs4-vip.vmware.com,10.148.80.232,8411,ltm-onecloud-1
/onecloud/itopscloud_vip,10.128.83.198,443,ltm-onecloud-1
/onecloud/s2-test67-lr2-vip.vmware.com,10.148.82.173,8011,ltm-onecloud-1
/onecloud/s2-test67-lr5-vip.vmware.com,10.148.83.0,8011,ltm-onecloud-1
/onecloud/s2-test67-lr4-vip.vmware.com,10.148.83.184,8001,ltm-onecloud-1
/onecloud/s2-test67-lr3-vip.vmware.com,10.148.83.202,8001,ltm-onecloud-1
