name,ip,port,f5cluster_name
portal-stage-licn-vip,10.113.68.151,7007,sc9-tier1-stage-int-1
portal-stage-vpp-vip,10.113.68.158,7037,sc9-tier1-stage-int-1
s2-stage-accessws-vip,10.113.68.228,8231,sc9-tier1-stage-int-1
s2-stage-admn-vip,10.113.68.230,8001,sc9-tier1-stage-int-1
s2-stage-admn2-vip,10.113.68.229,8211,sc9-tier1-stage-int-1
s2-stage-dload-vip,10.113.68.220,8131,sc9-tier1-stage-int-1
s2-stage-eval-vip,10.113.68.221,8151,sc9-tier1-stage-int-1
s2-stage-offpm-vip.vmware.com,10.113.68.248,8021,sc9-tier1-stage-int-1
s2-stage-onlinepm-vip.vmware.com,10.113.68.79,8011,sc9-tier1-stage-int-1
s2-stage-sca-vip,10.113.68.222,8171,sc9-tier1-stage-int-1
s2-stage-support-vip,10.113.68.232,8051,sc9-tier1-stage-int-1
s2-stage-tcs1-vip.vmware.com,10.113.68.144,8111,sc9-tier1-stage-int-1
s2-stage-tcs2-vip.vmware.com,10.113.68.159,8211,sc9-tier1-stage-int-1
s2-stage-tcs3-vip.vmware.com,10.113.68.234,8311,sc9-tier1-stage-int-1
s2-stage-tcs4-vip.vmware.com,10.113.68.235,8411,sc9-tier1-stage-int-1
s2-stage-tcs5-vip.vmware.com,10.113.68.236,8511,sc9-tier1-stage-int-1
s2-stage-tcs6-vip.vmware.com,10.113.68.241,8611,sc9-tier1-stage-int-1
s2-stage-tcs7-vip.vmware.com,10.113.68.242,8711,sc9-tier1-stage-int-1
s2-stage-tcs8-vip.vmware.com,10.113.68.243,8811,sc9-tier1-stage-int-1
s2-stage-util-vip,10.113.68.231,8011,sc9-tier1-stage-int-1
s2-stage-vmwsvc-vip,10.113.68.223,8181,sc9-tier1-stage-int-1
s2-stage-wcm-static-vip.vmware.com,10.113.68.165,8251,sc9-tier1-stage-int-1
s2-stage-wcm-vip.vmware.com,10.113.68.233,8251,sc9-tier1-stage-int-1
s2-stage-websvc1-vip.vmware.com,10.113.68.244,8181,sc9-tier1-stage-int-1
s2-stage-websvc2-vip.vmware.com,10.113.68.245,8281,sc9-tier1-stage-int-1
s2-stage-websvc3-vip.vmware.com,10.113.68.249,8381,sc9-tier1-stage-int-1
stage-Account-vip,10.113.68.93,7031,sc9-tier1-stage-int-1
stage-Beta-vip,10.113.68.94,7025,sc9-tier1-stage-int-1
stage-Download-vip,10.113.68.95,7013,sc9-tier1-stage-int-1
stage-Eval-vip,10.113.68.96,7027,sc9-tier1-stage-int-1
stage-ISV-vip,10.113.68.97,7017,sc9-tier1-stage-int-1
stage-License-vip,10.113.68.98,7011,sc9-tier1-stage-int-1
stage-OEM-vip,10.113.68.99,7015,sc9-tier1-stage-int-1
stage-Support-vip,10.113.68.100,7019,sc9-tier1-stage-int-1
stage-Upgrade-vip,10.113.68.101,7035,sc9-tier1-stage-int-1
stage-Utility-vip,10.113.68.102,7033,sc9-tier1-stage-int-1
stage-betan-vip,10.113.68.127,7003,sc9-tier1-stage-int-1
stage-s3p3-vip,10.113.68.149,7005,sc9-tier1-stage-int-1
stage-soarmi-1-vip,10.113.68.179,12400,sc9-tier1-stage-int-1
stage-webgate-viip,10.113.68.120,80,sc9-tier1-stage-int-1
stageosb-7777-vip,10.113.68.143,7777,sc9-tier1-stage-int-1
stageosb-8011-vip,10.113.68.143,8011,sc9-tier1-stage-int-1
stagesoax-vip.vmware.com,10.113.68.81,7777,sc9-tier1-stage-int-1
stgidm-vip,10.113.68.87,7780,sc9-tier1-stage-int-1
stgsoa-7777-vip,10.113.68.86,7777,sc9-tier1-stage-int-1
stgsoa-80-vip,10.113.68.86,80,sc9-tier1-stage-int-1
ucmstage-vip,10.113.68.186,7780,sc9-tier1-stage-int-1
ucmstagetril-vip,10.113.68.163,8888,sc9-tier1-stage-int-1
vam-stage-lamp-vip-1,10.113.68.128,80,sc9-tier1-stage-int-1
vam-stage-mysql-vip-1,10.113.68.132,3306,sc9-tier1-stage-int-1
s2-stage-websvc4-vip.vmware.com,10.113.68.197,8481,sc9-tier1-stage-int-1
stageosb-8012-vip,10.113.68.143,8012,sc9-tier1-stage-int-1
s2-stage-wcm-vip-b.vmware.com,10.113.68.157,8251,sc9-tier1-stage-int-1
vf-av-vip-https,10.113.68.171,443,sc9-tier1-stage-int-1
vf-av-vip,10.113.68.171,80,sc9-tier1-stage-int-1
zimbra-prod-proxy-7071-vip,10.113.61.164,7071,sc9-tier2-prod-int-1
conscripts-ssh-vip,10.113.160.80,22,sc9-tier2-prod-int-1
people-prod-vip,10.113.161.156,443,sc9-tier2-prod-int-1
fedscripts-ssh-vip,10.113.61.147,22,sc9-tier2-prod-int-1
changepoint-http-vip,10.113.161.201,80,sc9-tier2-prod-int-1
source-ssl-vip,10.113.160.20,443,sc9-tier2-prod-int-1
vmshare-web-vip,10.113.60.115,80,sc9-tier2-prod-int-1
vmsearch-ssl-vip,10.113.160.23,443,sc9-tier2-prod-int-1
vam-prod-solr-vip-1,10.113.60.187,8080,sc9-tier2-prod-int-1
cat-prod-mln-vip.vmware.com,10.113.61.190,8080,sc9-tier2-prod-int-1
partnerweb-prod-mysql-vip-1,10.113.61.231,3306,sc9-tier2-prod-int-1
knova-prod-kss-vip,10.113.160.120,8080,sc9-tier2-prod-int-1
jabber-prod-5222-vip,10.113.160.31,5222,sc9-tier2-prod-int-1
jabber-prod-5280-vip,10.113.160.31,5280,sc9-tier2-prod-int-1
view-http-vip,10.113.161.1,80,sc9-tier2-prod-int-1
hrzn-prod-ec-vip.vmware.com,10.113.161.31,443,sc9-tier2-prod-int-1
view-test-vip,10.113.163.200,443,sc9-tier2-prod-int-1
testing-vmshare-vip,10.113.60.116,80,sc9-tier2-prod-int-1
at-view-ssl-vip,10.113.160.55,443,sc9-tier2-prod-int-1
cat-prod-mlne-vip-8080-vip,10.113.61.191,8080,sc9-tier2-prod-int-1
knova-prod-ikb-vip,10.113.160.113,80,sc9-tier2-prod-int-1
pchmgmt-7003-vip,10.113.60.61,7003,sc9-tier2-prod-int-1
vam-prod-mysql-vip-3,10.113.60.123,3306,sc9-tier2-prod-int-1
prod-offpm-vip,10.113.60.232,7009,sc9-tier2-prod-int-1
zimbranew.vmware.com,10.113.160.205,8443,sc9-tier2-prod-int-1
at-view-http-vip,10.113.160.55,80,sc9-tier2-prod-int-1
fbi-prod-vip,10.113.161.202,80,sc9-tier2-prod-int-1
pchmgmt-7004-vip,10.113.60.61,7004,sc9-tier2-prod-int-1
s2-prod-gsseform-vip.vmware.com,10.113.160.124,8221,sc9-tier2-prod-int-1
view-ssl-vip,10.113.161.1,443,sc9-tier2-prod-int-1
obie-prod-ksfr-vip,10.113.60.51,80,sc9-tier2-prod-int-1
chanagepoint-8080-vip,10.113.161.201,8080,sc9-tier2-prod-int-1
vam-prod-lamp-vip-2,10.113.60.55,80,sc9-tier2-prod-int-1
zimbra-prod-license-ssl-vip,10.113.61.156,443,sc9-tier2-prod-int-1
wwwapps-prod-dbslave-vip-1,10.113.60.149,3306,sc9-tier2-prod-int-1
s2-prod-catsso-vip.vmware.com,10.113.161.28,8443,sc9-tier2-prod-int-1
zimbra-prod-mta-465-vip,10.113.61.164,465,sc9-tier2-prod-int-1
zimbra-prod-license-3306-vip,10.113.61.156,3306,sc9-tier2-prod-int-1
knova-prod-kcc-vip,10.113.160.116,8080,sc9-tier2-prod-int-1
scripts-ssh-vip,10.113.160.81,22,sc9-tier2-prod-int-1
prod-utiln-vip,10.113.60.167,7003,sc9-tier2-prod-int-1
vmsearch-web-vip,10.113.160.23,80,sc9-tier2-prod-int-1
vam-prod-img-mgr-mysql-vip,10.113.60.156,3306,sc9-tier2-prod-int-1
vam-prod-img-mgr-vip,10.113.60.152,80,sc9-tier2-prod-int-1
vam-prod-img-tfr-vip,10.113.60.153,80,sc9-tier2-prod-int-1
obie-prod-bu-vip,10.113.61.185,80,sc9-tier2-prod-int-1
wwwapps-prod-web-vip-1-i,10.113.61.210,80,sc9-tier2-prod-int-1
prod-patm-vip,10.113.60.234,7005,sc9-tier2-prod-int-1
poet-prod-vip,10.113.160.48,80,sc9-tier2-prod-int-1
obie-prod-ksmk-vip,10.113.61.89,80,sc9-tier2-prod-int-1
prodsapbpc-vip,10.113.60.82,80,sc9-tier2-prod-int-1
vmdash-vip,10.113.161.166,80,sc9-tier2-prod-int-1
zimbra-admin-console-vip,10.113.160.205,7071,sc9-tier2-prod-int-1
pri-http-vip,10.113.161.200,80,sc9-tier2-prod-int-1
sc9-ad-3268-vip,10.113.61.108,3268,sc9-tier2-prod-int-1
vmweb-apache2-vip-sc9.vmware.com,10.113.161.159,80,sc9-tier2-prod-int-1
sc9-ad-3269-vip,10.113.61.108,3269,sc9-tier2-prod-int-1
sc9-ad-389-vip,10.113.61.108,389,sc9-tier2-prod-int-1
sc9-ad-636-vip,10.113.61.108,636,sc9-tier2-prod-int-1
vmshare-ssl-vip,10.113.160.22,443,sc9-tier2-prod-int-1
zimbra-prod-proxy-80-vip,10.113.61.164,80,sc9-tier2-prod-int-1
zimbra-prod-proxy-993-vip,10.113.61.164,993,sc9-tier2-prod-int-1
zimbra-prod-proxy-995-vip,10.113.61.164,995,sc9-tier2-prod-int-1
zimbra-prod-proxy-ssl-vip,10.113.61.164,443,sc9-tier2-prod-int-1
zimbra-prod-proxy-110-vip,10.113.61.164,110,sc9-tier2-prod-int-1
zimbra-prod-proxy-143-viip,10.113.61.164,143,sc9-tier2-prod-int-1
s2-prod-catsso-9443-vip.vmware.com,10.113.161.28,9443,sc9-tier2-prod-int-1
vdc-prod-repo-vip,10.113.162.206,80,sc9-tier2-prod-int-1
s2-maint-wcm-vip,10.113.163.170,8251,sc9-tier2-prod-int-1
knova-prd2-kcc-vip,10.113.163.106,8080,sc9-tier2-prod-int-1
knova-prd2-kss-vip,10.113.163.107,8080,sc9-tier2-prod-int-1
s2-prod-catsso-vip-9704,10.113.161.28,9704,sc9-tier2-prod-int-1
idmdatautility-test.vmware.com,10.113.163.148,80,sc9-tier2-prod-int-1
tableau-prod-vip,10.113.163.76,443,sc9-tier2-prod-int-1
webintvip-443,10.113.160.167,443,sc9-tier2-prod-int-1
webintvip-4443,10.113.160.167,4443,sc9-tier2-prod-int-1
webintvip-http,10.113.160.167,80,sc9-tier2-prod-int-1
owaintvip-443,10.113.160.171,443,sc9-tier2-prod-int-1
ex13-cas-vip-110,10.113.160.198,110,sc9-tier2-prod-int-1
ex13-cas-vip-25,10.113.160.198,25,sc9-tier2-prod-int-1
ex13-cas-vip-143,10.113.160.198,143,sc9-tier2-prod-int-1
ex13-cas-vip-443,10.113.160.198,443,sc9-tier2-prod-int-1
ex13-cas-vip,10.113.160.198,80,sc9-tier2-prod-int-1
fcb-vip-443,10.113.162.28,443,sc9-tier2-prod-int-1
adautofs-vip-389,10.113.60.198,389,sc9-tier2-prod-int-1
adautofs-vip-636,10.113.60.198,636,sc9-tier2-prod-int-1
s2-prod-catsso-newvip-8072,10.113.161.246,8072,sc9-tier2-prod-int-1
tpamback-vip.vmware.com.,10.113.60.141,389,sc9-tier2-prod-int-1
tpamback-vip-636.vmware.com.,10.113.60.141,636,sc9-tier2-prod-int-1
montools-prod-hyp-sc9-vip-1.vmware.com,10.113.164.114,7080,sc9-tier2-prod-int-1
montools-prod-hyp-sc9-vip-1.vmware.com-7443,10.113.164.114,7443,sc9-tier2-prod-int-1
prodrmq-new-vip.vmware.com,10.113.164.99,5672,sc9-tier2-prod-int-1
idmdatautility.vmware.com-443,10.113.163.148,443,sc9-tier2-prod-int-1
idmdatautility-vip-https,10.113.164.45,443,sc9-tier2-prod-int-1
gss-sc9-vip,10.113.161.152,443,sc9-tier2-prod-int-1
knova-prod-ikb-vip-SSL,10.113.160.113,443,sc9-tier2-prod-int-1
tableauexec-prod-vip,10.113.164.109,80,sc9-tier2-prod-int-1
tableauexec-prod-vip-SSL,10.113.164.109,443,sc9-tier2-prod-int-1
OWA-autodiscovery-vip,10.113.190.55,443,sc9-tier2-prod-int-2
s2-prod-websvc3-vip,10.113.76.47,8381,sc9-tier2-prod-int-2
oracleapps-stage-vip,10.113.68.30,80,sc9-tier2-prod-int-2
OWA-imap4-ssl-vip,10.113.190.200,993,sc9-tier2-prod-int-2
oraclereport-apps-stage-vip,10.113.68.178,80,sc9-tier2-prod-int-2
OWA-pop3-vip,10.113.190.200,110,sc9-tier2-prod-int-2
zimbra-ad-3269-vip,10.113.180.111,3269,sc9-tier2-prod-int-2
view-ssl-vip,10.113.161.32,443,sc9-tier2-prod-int-2
sc9-proxy-vip,10.113.161.210,3128,sc9-tier2-prod-int-2
at-view-test-http-vip,10.113.161.30,80,sc9-tier2-prod-int-2
at-view-test-vip,10.113.161.30,443,sc9-tier2-prod-int-2
OWA-imap4-vip,10.113.190.200,143,sc9-tier2-prod-int-2
oraclereport-stage-vip,10.113.68.177,80,sc9-tier2-prod-int-2
proofpoint-ib-vip,10.113.162.49,25,sc9-tier2-prod-int-2
zimbra-ad-3268-vip,10.113.180.111,3268,sc9-tier2-prod-int-2
ceip-prod-ssl-vip,10.113.161.112,443,sc9-tier2-prod-int-2
s2-stage-lr2-vip,10.113.14.85,8001,sc9-tier2-prod-int-2
opsgps-vip,10.113.60.160,443,sc9-tier2-prod-int-2
oracledisco-prod-vip,10.113.76.44,80,sc9-tier2-prod-int-2
zimbra-ad-636-vip,10.113.180.111,636,sc9-tier2-prod-int-2
sc9-prod-gsa-int-vip-ssl,10.113.61.213,443,sc9-tier2-prod-int-2
sa-view-ssl-vip,10.113.162.29,443,sc9-tier2-prod-int-2
ceip-prod-vip,10.113.161.112,80,sc9-tier2-prod-int-2
lrp-prod-vip.vmware.com_SSL,10.113.61.220,443,sc9-tier2-prod-int-2
OWA-ssl-vip,10.113.190.200,443,sc9-tier2-prod-int-2
lrp-prod-vip.vmware.com,10.113.61.220,80,sc9-tier2-prod-int-2
OWA-pop3-ssl-vip,10.113.190.200,995,sc9-tier2-prod-int-2
prodsoax-vip,10.113.76.89,7777,sc9-tier2-prod-int-2
sc9-wpad-proxy-vip,10.113.161.210,80,sc9-tier2-prod-int-2
oraclereport-vip,10.113.76.177,80,sc9-tier2-prod-int-2
oracledisco-stage-vip,10.113.68.104,80,sc9-tier2-prod-int-2
s2-stage-lr3-vip,10.113.14.86,8011,sc9-tier2-prod-int-2
s2-stage-lr1-vip,10.113.14.84,8001,sc9-tier2-prod-int-2
sc9-prod-gsa-int-vip,10.113.61.213,80,sc9-tier2-prod-int-2
obie-stage-ice-vip,10.113.14.87,80,sc9-tier2-prod-int-2
ilog-prod-app-vip.vmware.com,10.113.61.105,8001,sc9-tier2-prod-int-2
zimbra-ad-389-vip,10.113.180.111,389,sc9-tier2-prod-int-2
zimbra-prod-mta-vip,10.113.160.175,25,sc9-tier2-prod-int-2
s2-prod-lr1-vip,10.113.12.96,8001,sc9-tier2-prod-int-2
lrp-stage-vip.vmware.com_SSL,10.113.14.70,443,sc9-tier2-prod-int-2
lrp-stage-vip.vmware.com,10.113.14.70,80,sc9-tier2-prod-int-2
oraclereport-apps-vip,10.113.76.161,80,sc9-tier2-prod-int-2
oracleapps-prod-vip,10.113.76.45,80,sc9-tier2-prod-int-2
s2-prod-lr2-vip,10.113.12.97,8001,sc9-tier2-prod-int-2
obie-prod-ice-vip,10.113.12.18,80,sc9-tier2-prod-int-2
s2-prod-lr3-vip,10.113.12.98,8011,sc9-tier2-prod-int-2
knova-prod-kss-vip2,10.113.160.190,8080,sc9-tier2-prod-int-2
sc9-app-ad-389-vip,10.113.180.109,389,sc9-tier2-prod-int-2
vcmupdate-prod-ssl-vip,10.113.163.25,443,sc9-tier2-prod-int-2
psynch-prod-3334-vip,10.113.162.90,3334,sc9-tier2-prod-int-2
wwwapps-prod-dbslave_VIP,10.113.60.210,3306,sc9-tier2-prod-int-2
sc9-app-ad-3269-vip,10.113.180.109,3269,sc9-tier2-prod-int-2
psynch-prod-vip,10.113.162.90,443,sc9-tier2-prod-int-2
sc9-app-ad-636-vip,10.113.180.109,636,sc9-tier2-prod-int-2
vcmupdate-prod-vip,10.113.163.25,80,sc9-tier2-prod-int-2
sc9-app-ad-3268-vip,10.113.180.109,3268,sc9-tier2-prod-int-2
phon-prod-app-vip,10.113.162.146,80,sc9-tier2-prod-int-2
vdc-stg-repo-vip.vmware.com,10.113.53.91,80,sc9-tier2-prod-int-2
vdc-stg-app-vip.vmware.com,10.113.53.88,80,sc9-tier2-prod-int-2
visl-stg-ml-vip,10.113.53.111,8001,sc9-tier2-prod-int-2
s2-stage-hhq-vip.vmware.com,10.113.68.172,7080,sc9-tier2-prod-int-2
vdc-stg-repo-8080-vip.vmware.com,10.113.53.91,8080,sc9-tier2-prod-int-2
s2-prod-hhq-vip.vmware.com,10.113.76.71,7080,sc9-tier2-prod-int-2
visl-stg-pl-vip,10.113.53.110,8001,sc9-tier2-prod-int-2
proofptdirs-http-vip,10.113.162.165,80,sc9-tier2-prod-int-2
visl-prod-pl-vip,10.113.61.125,8001,sc9-tier2-prod-int-2
org-prod-vip,10.113.162.166,80,sc9-tier2-prod-int-2
visl-prod-ml-vip,10.113.61.126,8001,sc9-tier2-prod-int-2
vdc-prod-app-vip,10.113.162.209,80,sc9-tier2-prod-int-2
vdc-stg-repo-8443-vip.vmware.com,10.113.53.91,8443,sc9-tier2-prod-int-2
vdc-prod-app-8443-vip.vmware.com,10.113.162.209,8443,sc9-tier2-prod-int-2
s2-prod-catsso-ml-vip.vmware.com,10.113.162.134,8062,sc9-tier2-prod-int-2
vdc-prod-repo-vip-8443,10.113.162.206,8443,sc9-tier2-prod-int-2
vdc-prod-repo-vip-443,10.113.162.206,443,sc9-tier2-prod-int-2
vdc-stg-repo-443-vip.vmware.com,10.113.53.91,443,sc9-tier2-prod-int-2
vdc-prod-repo-vip,10.113.162.206,80,sc9-tier2-prod-int-2
vdc-prod-app-8080-vip,10.113.162.209,8080,sc9-tier2-prod-int-2
vdc-prod-app-vip-443,10.113.162.209,443,sc9-tier2-prod-int-2
s2-prod-ebssso-ag-vip,10.113.12.117,80,sc9-tier2-prod-int-2
ebssso,10.113.12.115,443,sc9-tier2-prod-int-2
s2-prod-ebssso-vip,10.113.12.116,443,sc9-tier2-prod-int-2
cbr-stage-solr-vip,10.113.53.121,80,sc9-tier2-prod-int-2
cbr-stage-repo-vip,10.113.53.102,443,sc9-tier2-prod-int-2
proofptdirs-vip-443,10.113.162.165,443,sc9-tier2-prod-int-2
cbr-prod-repo-vip,10.113.61.29,443,sc9-tier2-prod-int-2
ccred-stage-vip.vmware.com,10.113.53.209,80,sc9-tier2-prod-int-2
sc9-proxy-test-vip,10.113.163.160,3128,sc9-tier2-prod-int-2
s2-prod-websvc4-vip_http,10.113.76.82,8481,sc9-tier2-prod-int-2
cbr-prod-solr-vip,10.113.61.34,80,sc9-tier2-prod-int-2
ccred-prod-vip.vmware.com,10.113.61.239,80,sc9-tier2-prod-int-2
ccred-stage-vip-ssl.vmware.com,10.113.53.209,443,sc9-tier2-prod-int-2
bi-stg-rtr-vip,10.113.68.38,80,sc9-tier2-prod-int-2
bi-prd-rtr-vip,10.113.76.67,80,sc9-tier2-prod-int-2
hz-prod-ad-vip.vmware.com_8443,10.113.162.241,8443,sc9-tier2-prod-int-2
hz-prod-ad-vip.vmware.com_443,10.113.162.241,443,sc9-tier2-prod-int-2
hz-prod-preview-vip,10.113.163.164,80,sc9-tier2-prod-int-2
websearch-stage-vip,10.113.52.45,8080,sc9-tier2-prod-int-2
websearch-stage-vip-ssl,10.113.52.45,443,sc9-tier2-prod-int-2
cbr-stage-rmq-vip,10.113.52.160,15672,sc9-tier2-prod-int-2
cbr-stage-rmq-vip-5672,10.113.52.160,5672,sc9-tier2-prod-int-2
websearch-prod-vip,10.113.61.107,8080,sc9-tier2-prod-int-2
www-redesign-vip,10.113.163.173,80,sc9-tier2-prod-int-2
www-maint-vip,10.113.163.173,80,sc9-tier2-prod-int-2
s2-stage-websvc5-vip,10.113.68.201,8581,sc9-tier2-prod-int-2
bipub-stage-ssl,10.113.14.151,443,sc9-tier2-prod-int-2
s2-stage-lr4-vip,10.113.14.47,8001,sc9-tier2-prod-int-2
stage-idp-vip.vmware.com_SSL,10.113.68.21,8443,sc9-tier2-prod-int-2
ucmstagecm-vip,10.113.68.175,7780,sc9-tier2-prod-int-2
ucmstagetrilcm-vip,10.113.68.174,8888,sc9-tier2-prod-int-2
bipub-prod-ssl,10.113.60.212,443,sc9-tier2-prod-int-2
s2-prod-websvc5-vip_http,10.113.76.160,8581,sc9-tier2-prod-int-2
s2-prod-lr4-vip,10.113.12.149,8001,sc9-tier2-prod-int-2
prod-idp-vip.vmware.com_SSL,10.113.76.169,8443,sc9-tier2-prod-int-2
s2-stage-lrpi-vip.vmware.com,10.113.14.170,443,sc9-tier2-prod-int-2
prod-oid-vip,10.113.76.87,389,sc9-tier2-prod-int-2
stage-oid-vip,10.113.68.70,389,sc9-tier2-prod-int-2
ucmprodcm-vip,10.113.76.213,7780,sc9-tier2-prod-int-2
ucmprodtrilcm-vip,10.113.76.214,8888,sc9-tier2-prod-int-2
solr-stage-int-vip,10.113.14.152,80,sc9-tier2-prod-int-2
s2-prod-lrpi-vip,10.113.164.145,443,sc9-tier2-prod-int-2
solr-prod-int-vip,10.113.162.62,80,sc9-tier2-prod-int-2
s2-stage-lr5-vip,10.113.14.165,8011,sc9-tier2-prod-int-2
webapp-test-vip,10.113.60.136,80,sc9-tier2-prod-int-2
webapp-test-ssl-vip,10.113.60.136,443,sc9-tier2-prod-int-2
s2-prod-lr5-vip,10.113.12.128,8011,sc9-tier2-prod-int-2
ignite-prod.vmware.com,10.113.12.140,443,sc9-tier2-prod-int-2
ignite-stage.vmware.com,10.113.14.140,443,sc9-tier2-prod-int-2
w-stage-int-ssl-vip,10.113.53.95,443,sc9-tier2-prod-int-2
w-stage-int-vip,10.113.53.95,80,sc9-tier2-prod-int-2
websearch-stage-vip-b,10.113.53.175,8080,sc9-tier2-prod-int-2
websearch-prod-vip-b,10.113.61.208,8080,sc9-tier2-prod-int-2
tpub-stg-app,10.113.14.171,8080,sc9-tier2-prod-int-2
kcat-stage-app-vip.vmware.com,10.113.14.172,8080,sc9-tier2-prod-int-2
kcat-stage-ses-vip.vmware.com,10.113.14.173,80,sc9-tier2-prod-int-2
esg-stage-int-vip-443,10.113.14.97,443,sc9-tier2-prod-int-2
sc9-stage-gsa-new-int-vip,10.113.52.35,80,sc9-tier2-prod-int-2
iweb-prod-vip_ssl,10.113.60.31,443,sc9-tier2-prod-int-2
sc9-stage-gsa-new-int-vip-ssl,10.113.52.35,443,sc9-tier2-prod-int-2
iweb-prod-vip,10.113.60.31,80,sc9-tier2-prod-int-2
sc9-prod-gsa-new-int-vip,10.113.60.179,80,sc9-tier2-prod-int-2
sc9-prod-gsa-new-int-vip-ssl,10.113.60.179,443,sc9-tier2-prod-int-2
s2-stage-kcat-vip.vmware.com,10.113.14.172,8080,sc9-tier2-prod-int-2
s2-stage-solrs-vip-1.vmware.com,10.113.14.242,80,sc9-tier2-prod-int-2
s2-stage-solrs-vip-2.vmware.com,10.113.14.243,80,sc9-tier2-prod-int-2
s2-prod-solrs-vip-2.vmware.com,10.113.164.77,80,sc9-tier2-prod-int-2
s2-prod-solrs-vip-1.vmware.com,10.113.164.76,80,sc9-tier2-prod-int-2
s2-prod-tco-vip,10.113.163.179,8001,sc9-tier2-prod-int-2
s2-stage-tco-vip,10.113.14.244,8001,sc9-tier2-prod-int-2
esg-stage-int-vip-8443,10.113.14.97,8443,sc9-tier2-prod-int-2
ucmstage-vip,10.113.68.186,7780,sc9-tier2-prod-int-2
ucmstage-ssl-vip,10.113.68.186,4458,sc9-tier2-prod-int-2
myln-stg-webapp.vmware.com,10.113.53.20,80,sc9-tier2-prod-int-2
myln-stg-sslapp.vmware.com,10.113.53.21,80,sc9-tier2-prod-int-2
kcat-prod-ses-vip.vmware.com,10.113.164.13,80,sc9-tier2-prod-int-2
s2-prod-kcat-vip.vmware.com,10.113.164.12,8080,sc9-tier2-prod-int-2
esg-prod-int-vip-443,10.113.61.40,443,sc9-tier2-prod-int-2
esg-prod-int-vip-8443,10.113.61.40,8443,sc9-tier2-prod-int-2
EPM-stage-workspace,10.113.14.251,443,sc9-tier2-prod-int-2
s2-stage-lrint1-vip,10.113.14.247,8001,sc9-tier2-prod-int-2
epm-prod-workspace,10.113.163.204,443,sc9-tier2-prod-int-2
s2-prod-lrint1-vip,10.113.12.120,8001,sc9-tier2-prod-int-2
ccred-stage-proxy-int-vip,10.113.52.39,443,sc9-tier2-prod-int-2
EPM-PROD-FDM,10.113.163.205,443,sc9-tier2-prod-int-2
sc9-stage-gsa-new-ext-vip,10.113.53.112,80,sc9-tier2-prod-int-2
sc9-stage-gsa-new-ext-vip-ssl,10.113.53.112,443,sc9-tier2-prod-int-2
myln-stg-webapp-int.vmware.com,10.113.53.141,80,sc9-tier2-prod-int-2
myln-stg-sslapp-int.vmware.com,10.113.53.140,80,sc9-tier2-prod-int-2
epm-prod-drm,10.113.163.242,443,sc9-tier2-prod-int-2
org-prod-vip-ssl,10.113.162.166,443,sc9-tier2-prod-int-2
myln-stg-webapp-int.vmware.com_ssl,10.113.53.141,443,sc9-tier2-prod-int-2
myln-stg-sslapp-int.vmware.com_ssl,10.113.53.140,443,sc9-tier2-prod-int-2
sc9-prod-gsa-new-ext-vip,10.113.60.109,80,sc9-tier2-prod-int-2
sc9-prod-gsa-new-ext-vip-ssl,10.113.60.109,443,sc9-tier2-prod-int-2
solr-stage-mdm-vip,10.113.15.65,8080,sc9-tier2-prod-int-2
solr-prod-mdm-vip,10.113.163.211,8080,sc9-tier2-prod-int-2
s2-stage-lrpis-vip.vmware.com,10.113.15.20,8002,sc9-tier2-prod-int-2
matrix-prod-vip.vmware.com,10.113.163.212,443,sc9-tier2-prod-int-2
matrix-stage-vip.vmware.com,10.113.15.22,443,sc9-tier2-prod-int-2
s2-prod-lrpis-vip.vmware.com,10.113.163.210,8002,sc9-tier2-prod-int-2
ccred-prod-app-vip,10.113.163.195,80,sc9-tier2-prod-int-2
bcproxy-sc9-vip,10.113.162.153,3128,sc9-tier2-prod-int-2
rsaselfservice-vip.vmware.com,10.113.163.207,443,sc9-tier2-prod-int-2
pdh-stage-vip-HTTPS,10.113.15.66,443,sc9-tier2-prod-int-2
pdh-stage-vip,10.113.15.66,80,sc9-tier2-prod-int-2
s2-stage-ebspdhsso-ag-vip.vmware.com,10.113.52.178,443,sc9-tier2-prod-int-2
s2-stage-ebspdhsso-vip.vmware.com,10.113.52.179,443,sc9-tier2-prod-int-2
pdh-prod-vip,10.113.163.141,80,sc9-tier2-prod-int-2
pdh-prod-vip-ssl,10.113.163.141,443,sc9-tier2-prod-int-2
vdc-prod-svn-vip-ssl,10.113.163.234,443,sc9-tier2-prod-int-2
vdc-prod-svn-vip,10.113.163.234,80,sc9-tier2-prod-int-2
entitlementbi-gp-vip-9704,10.113.122.55,9704,sc9-tier2-prod-int-2
entitlementbi-gp-vip-80,10.113.122.55,80,sc9-tier2-prod-int-2
Compass-GP-80,10.113.122.85,80,sc9-tier2-prod-int-2
Vmdash-GP-80,10.113.122.88,80,sc9-tier2-prod-int-2
Buflash-GP-80,10.113.122.86,80,sc9-tier2-prod-int-2
Webflash-GP-80,10.113.122.87,80,sc9-tier2-prod-int-2
Vmdash-GP-9704,10.113.122.88,9704,sc9-tier2-prod-int-2
Buflash-GP-9704,10.113.122.86,9704,sc9-tier2-prod-int-2
Webflash-GP-9704,10.113.122.87,9704,sc9-tier2-prod-int-2
Compass-GP-9704,10.113.122.85,9704,sc9-tier2-prod-int-2
entitlementuat-gp-vip,10.113.124.140,80,sc9-tier2-prod-int-2
