name,lb_method,name,f5cluster_name
/onecloud/s2-test20-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/lrp-test20-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test20-vip.vmware.com,ltm-onecloud-1
/onecloud/wwwa-dev77-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-dev77-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/www-test20-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test20-vip.vmware.com,ltm-onecloud-1
/onecloud/test20-ebssso.vmware.com-pool,ROUND,ROBIN,/onecloud/test20-ebssso.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-ebssso-ag-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-ebssso-ag-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test20-ebssso-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test20-ebssso-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test20-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test20-ssl-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-test20-pool,ROUND,ROBIN,/onecloud/comm-test20-vip-http,ltm-onecloud-1
/onecloud/comm-test20-pool,ROUND,ROBIN,/onecloud/comm-test20-vip-https,ltm-onecloud-1
/onecloud/comm-test91.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test91.vmware.com,ltm-onecloud-1
/onecloud/comm-test67.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test67.vmware.com,ltm-onecloud-1
/onecloud/oracleapps-test12-pool,ROUND,ROBIN,/onecloud/oracleapps-test12-vip.vmware.com,ltm-onecloud-1
/onecloud/oraclereport-test12-pool,ROUND,ROBIN,/onecloud/oraclereport-test12-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-dev12.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-dev12.vmware.com,ltm-onecloud-1
/onecloud/s2-dev12-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev12-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/www-dev12-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-dev12-vip-ssl.vmware.com,ltm-onecloud-1
/onecloud/s2-dev12-ebssso-ag-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev12-ebssso-ag-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev12-ebssso-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev12-ebssso-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev12-lrpis-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev12-lrpis-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmdev13tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmdev13tril-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmdev13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmdev13-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-dev13.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-dev13.vmware.com,ltm-onecloud-1
/onecloud/wwwa-dev13-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-dev13-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/dev13-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/dev13-oid.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs6-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs6-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs7-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs7-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-tcs8-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-tcs8-vip.vmware.com,ltm-onecloud-1
/onecloud/lrp-dev13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-dev13-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/www-dev13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-dev13-vip.vmware.com,ltm-onecloud-1
/onecloud/portal-dev13-flexlm-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/portal-dev13-flexlm-vip.vmware.com,ltm-onecloud-1
/onecloud/websearch-dev13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/websearch-dev13-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-ebssso-ag-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-ebssso-ag-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-ebssso-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev13-ebssso-vip.vmware.com,ltm-onecloud-1
/onecloud/www-dev13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-dev13-vip-ssl,ltm-onecloud-1
/onecloud/visl-uat-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-uat-siml-vip,ltm-onecloud-1
/onecloud/web-test20-ints-pool-443,ROUND,ROBIN,/onecloud/web-test20-ints-vip-ssl,ltm-onecloud-1
/onecloud/dev81-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/dev81-oid.vmware.com,ltm-onecloud-1
/onecloud/s2-test79-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test79-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/esg-poc-int-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/esg-poc-int-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test12-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test12-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test12-ebssso-ag-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test12-ebssso-ag-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test12-ebssso-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test12-ebssso-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-test12-80-pool,ROUND,ROBIN,/onecloud/comm-test12-vip-http,ltm-onecloud-1
/onecloud/comm-test12-80-pool,ROUND,ROBIN,/onecloud/comm-test12-vip-ssl,ltm-onecloud-1
/onecloud/www-test12-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test12-vip-ssl,ltm-onecloud-1
/onecloud/idmdatautility-stage-pool,ROUND,ROBIN,/onecloud/idmdatautility-stage-vip.vmware.com,ltm-onecloud-1
/onecloud/test14-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/test14-ovd.vmware.com,ltm-onecloud-1
/onecloud/test20-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/test20-ovd.vmware.com,ltm-onecloud-1
/onecloud/test33-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/test33-ovd.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-wcm-static-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-wcm-static-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs7-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs7-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-tcs8-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs8-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-test13.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test13.vmware.com,ltm-onecloud-1
/onecloud/comm-test13.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test13-vip-ssl,ltm-onecloud-1
/onecloud/www-test13-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test13-vip-ssl,ltm-onecloud-1
/onecloud/ucmtest21tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest21tril-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmtest21-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest21-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test21-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test21-vip-ssl,ltm-onecloud-1
/onecloud/visl-test16-siml-pool,ROUND,ROBIN,/onecloud/visl-test16-siml-vip,ltm-onecloud-1
/onecloud/oraclereport-dev12-pool,ROUND,ROBIN,/onecloud/oraclereport-dev12-vip.vmware.com-ssl,ltm-onecloud-1
/onecloud/oracleapps-dev12-pool,ROUND,ROBIN,/onecloud/oracleapps-dev12-vip.vmware.com-ssl,ltm-onecloud-1
/onecloud/visl-test11-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-test11-siml-vip,ltm-onecloud-1
/onecloud/visl-test12-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-test12-siml-vip,ltm-onecloud-1
/onecloud/visl-test13-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-test13-siml-vip,ltm-onecloud-1
/onecloud/visl-test14-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-test14-siml-vip,ltm-onecloud-1
/onecloud/visl-test15-siml-vip-pool,ROUND,ROBIN,/onecloud/visl-test15-siml-vip,ltm-onecloud-1
/onecloud/s2-test21-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/lrp-test21-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/lrp-test21-vip.vmware.com,ltm-onecloud-1
/onecloud/wwwa-test21-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-test21-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/comm-test21.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test21.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-wcm-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-wcm-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-wcm-static-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-wcm-static-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs4-vip.vmware.com,ltm-onecloud-1
/onecloud/www-test21-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test21-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs6-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs6-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs7-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs7-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-tcs8-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-tcs8-vip.vmware.com,ltm-onecloud-1
/onecloud/test21-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/test21-oid.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-ag-pool,ROUND,ROBIN,/onecloud/s2-test13-ebspdhsso-ag-vip,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-vip,ROUND,ROBIN,/onecloud/s2-test13-ebspdhsso-vip,ltm-onecloud-1
/onecloud/test21-ovd.vmware.com-pool,ROUND,ROBIN,/onecloud/test21-ovd.vmware.com,ltm-onecloud-1
/onecloud/test21soa-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test21soa-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-lr4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-lr5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/test21osb-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/test21osb-vip.vmware.com,ltm-onecloud-1
/onecloud/test21-ebssso-vmware.com-pool-443,ROUND,ROBIN,/onecloud/test21-ebssso.vmware.com,ltm-onecloud-1
/onecloud/www-test21-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test21-vip.vmware.com-ssl,ltm-onecloud-1
/onecloud/comm-test21.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test21.vmware.com-ssl,ltm-onecloud-1
/onecloud/s2-test21-ebssso-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-ebssso-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test21-ebssso-ag-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test21-ebssso-ag-vip.vmware.com,ltm-onecloud-1
/onecloud/wwwa-test789-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-test789-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/s2-dev13-ebspdhsso,ROUND,ROBIN,/onecloud/s2-dev13-ebspdhsso-ag-vip,ltm-onecloud-1
/onecloud/s2-dev13-ebspdhsso-pool-8443,ROUND,ROBIN,/onecloud/s2-dev13-ebspdhsso-vip,ltm-onecloud-1
/onecloud/comm-dev987.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-dev987.vmware.com,ltm-onecloud-1
/onecloud/comm-dev14.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-dev14.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-dev14-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/pdh-dev97-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/pdh-dev97-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmTEST66tril-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest66tril-vip.vmware.com,ltm-onecloud-1
/onecloud/ucmTEST66-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/ucmtest66-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-lr4-pool,ROUND,ROBIN,/onecloud/s2-dev14-lr4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-dev14-lr5-pool,ROUND,ROBIN,/onecloud/s2-dev14-lr5-vip.vmware.com,ltm-onecloud-1
/onecloud/oracleapps-test12-pool,ROUND,ROBIN,/onecloud/oracleapps-test12-vip.vmware.com-ssl,ltm-onecloud-1
/onecloud/oraclereport-test12-pool,ROUND,ROBIN,/onecloud/oraclereport-test12-vip.vmware.com-ssl,ltm-onecloud-1
/onecloud/comm-test66.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test66.vmware.com,ltm-onecloud-1
/onecloud/wwwa-test66-web-vip-1.vmware.com-pool,ROUND,ROBIN,/onecloud/wwwa-test66-web-vip-1.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-solrs-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-solrs-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-wcm-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-wcm-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-wcm-static-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-wcm-static-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs6-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs6-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs7-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs7-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-tcs8-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-tcs8-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-test15.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test15.vmware.com,ltm-onecloud-1
/onecloud/test15-oid.vmware.com-pool,ROUND,ROBIN,/onecloud/test15-oid.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-websvc1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-websvc2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-websvc3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-websvc4-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc4-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-websvc5-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc5-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-lr2-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-lr2-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-lr3-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-lr3-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test66-lr1-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/s2-test66-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/s2-test15-lr1-vip.vmware.com-pol,ROUND,ROBIN,/onecloud/s2-test15-lr1-vip.vmware.com,ltm-onecloud-1
/onecloud/comm-test15.vmware.com-pool,ROUND,ROBIN,/onecloud/comm-test15-vip-ssl,ltm-onecloud-1
/onecloud/www-test15-vip.vmware.com-pool,ROUND,ROBIN,/onecloud/www-test15-vip-ssl,ltm-onecloud-1
