name,lb_method,name,f5cluster_name
awmag.vmware.com-pool,ROUND,ROBIN,awmag.vmware.com-443-vip,sc9-prod-stage-dmz-2
awseg-pool,ROUND,ROBIN,awseg-vip,sc9-prod-stage-dmz-2
stageapim-vip-8444,ROUND,ROBIN,stageapim-vip-8444,sc9-prod-stage-dmz-2
stageapim-pool-8445,ROUND,ROBIN,stageapim-8445,sc9-prod-stage-dmz-2
prodapim-pool-8445,ROUND,ROBIN,prodapim-8445,sc9-prod-stage-dmz-2
prodapim-vip-8444,ROUND,ROBIN,prodapim-vip-8444,sc9-prod-stage-dmz-2
rsaselfservice-ext-pool,ROUND,ROBIN,rsaselfservice-ext-vip,sc9-prod-stage-dmz-2
lync-test-pool,ROUND,ROBIN,lync-test-proxy,sc9-prod-stage-dmz-2
lync-int-pool-8080,ROUND,ROBIN,lync-proxy-vip-80,sc9-prod-stage-dmz-2
lync-int-pool-4443,ROUND,ROBIN,lync-proxy-vip-443,sc9-prod-stage-dmz-2
lync-int2-pool-443,ROUND,ROBIN,lync-proxy2-vip-443,sc9-prod-stage-dmz-2
idmdatautility-stage-pool,ROUND,ROBIN,idmdatautility-stage-vip,sc9-prod-stage-dmz-2
prodrmqsslt-vip.vmware.com-pool-5673,ROUND,ROBIN,prodrmqsslt-vip.vmware.com-5673,sc9-prod-stage-dmz-2
prodrmqsslt-vip.vmware.com-pool-5674,ROUND,ROBIN,prodrmqsslt-vip.vmware.com-5674,sc9-prod-stage-dmz-2
cpp-pool-ssl,ROUND,ROBIN,optimize-preprod,sc9-prod-stage-dmz-2
sftp-stg-rs2-jscape-pool,ROUND,ROBIN,sftp-stg-rs2-jscape,sc9-prod-stage-dmz-2
pds-stage-sftp-pool,ROUND,ROBIN,pds-stage-sftp-vip,sc9-prod-stage-dmz-2
cpp-pool-ssl,ROUND,ROBIN,cpp-ssl-vip,sc9-prod-stage-dmz-2
cpp-pool,ROUND,ROBIN,cpp-vip,sc9-prod-stage-dmz-2
sc9-ext-rspproxy-pool,ROUND,ROBIN,rsp-rsaproxy-vip,sc9-prod-stage-dmz-2
pds-stage-jscape-vip-11880,ROUND,ROBIN,pds-dev-jscape-vip-11880,sc9-prod-stage-dmz-2
supplier-prod-pool,ROUND,ROBIN,supplier-prod-vip,sc9-prod-stage-dmz-2
esg-prod-ext-vip-9443,ROUND,ROBIN,esg-prod-ext-vip-9443,sc9-prod-stage-dmz-2
esg-stage-ext-pool-9443,ROUND,ROBIN,esg-stage-ext-vip,sc9-prod-stage-dmz-2
sftp-stg-rs2-jscape-pool,ROUND,ROBIN,pds-stage-jscape-vip-443,sc9-prod-stage-dmz-2
w-prod-pool-1,ROUND,ROBIN,w-prod-int-vip-1,sc9-prod-stage-dmz-2
w-prod-pool-1,ROUND,ROBIN,onecloud-prod-int-ssl-vip,sc9-prod-stage-dmz-2
ws-prod-pool,ROUND,ROBIN,ws-prod,sc9-prod-stage-dmz-2
prod-Account-pool,LEAST,CONNECTION_MEMBER,prod-Account-vip,sc9-tier1-prod-int-1
portal-prod-webgate-pool,ROUND,ROBIN,portal-prod-webgate-vip,sc9-tier1-prod-int-1
oracledisco-prod-pool,ROUND,ROBIN,oracledisco-prod-vip,sc9-tier1-prod-int-1
prodsoa-pool,ROUND,ROBIN,prodsoa-vip,sc9-tier1-prod-int-1
s2-prod-admn2-pool,ROUND,ROBIN,s2-prod-admn2-vip.vmware.com,sc9-tier1-prod-int-1
oraclereport-apps-pool,ROUND,ROBIN,oraclereport-apps-vip,sc9-tier1-prod-int-1
prod-License-pool,LEAST,CONNECTION_MEMBER,prod-License-vip,sc9-tier1-prod-int-1
prod-OEM-pool,LEAST,CONNECTION_MEMBER,prod-OEM-vip,sc9-tier1-prod-int-1
prod-Support-pool,LEAST,CONNECTION_MEMBER,prod-Support-vip,sc9-tier1-prod-int-1
portal-prod-licn-1-pool,LEAST,CONNECTION_MEMBER,portal-prod-licn-vip,sc9-tier1-prod-int-1
prodosb-pool,ROUND,ROBIN,prodosb-vip,sc9-tier1-prod-int-1
prod-Upgrade-pool,LEAST,CONNECTION_MEMBER,prod-Upgrade-vip,sc9-tier1-prod-int-1
ucmprodtril-pool,ROUND,ROBIN,ucmprodtril-vip,sc9-tier1-prod-int-1
vam-prod-mysql-pool,ROUND,ROBIN,vam-prod-mysql-vip-1,sc9-tier1-prod-int-1
portal-prod-s3p3-pool,LEAST,CONNECTION_MEMBER,prod-s3p3-vip,sc9-tier1-prod-int-1
flexprodwebsvc-pool,ROUND,ROBIN,flexprodwebsvc-vip,sc9-tier1-prod-int-1
ucmprod-pool,ROUND,ROBIN,ucmprod-vip,sc9-tier1-prod-int-1
drprodwebsvc-pool,ROUND,ROBIN,drprodwebsvc-vip,sc9-tier1-prod-int-1
s2-prod-websvc1-pool,ROUND,ROBIN,s2-prod-websvc1-vip.vmware.com,sc9-tier1-prod-int-1
prod-Download-pool,ROUND,ROBIN,prod-Download-vip,sc9-tier1-prod-int-1
s2-prod-tcs4-pool,ROUND,ROBIN,s2-prod-tcs4-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-support-pool,ROUND,ROBIN,s2-prod-support-vip.vmware.com,sc9-tier1-prod-int-1
oraclereport-pool,ROUND,ROBIN,oraclereport-vip,sc9-tier1-prod-int-1
prodsoa-pool,ROUND,ROBIN,prodsoa-7777-vip,sc9-tier1-prod-int-1
s2-prod-util-pool,ROUND,ROBIN,s2-prod-util-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-offpm-8021-pool,ROUND,ROBIN,s2-prod-offpm-8021-vip,sc9-tier1-prod-int-1
s2-prod-tcs6-pool,ROUND,ROBIN,s2-prod-tcs6-vip.vmware.com,sc9-tier1-prod-int-1
prod-betan-pool,LEAST,CONNECTION_MEMBER,prod-betan-vip,sc9-tier1-prod-int-1
prod-Eval-pool,LEAST,CONNECTION_MEMBER,prod-Eval-vip,sc9-tier1-prod-int-1
s2-prod-tcs7-pool,ROUND,ROBIN,s2-prod-tcs7-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-patm-8031-pool,ROUND,ROBIN,s2-prod-patm-8031-vip,sc9-tier1-prod-int-1
s2-prod-patmtest-8041-pool,ROUND,ROBIN,s2-prod-patmtest-8041-vip,sc9-tier1-prod-int-1
s2-prod-admn-pool,ROUND,ROBIN,s2-prod-admn-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-wcm-pool,ROUND,ROBIN,s2-prod-wcm-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-accessws-pool,ROUND,ROBIN,s2-prod-accessws-vip.vmware.com,sc9-tier1-prod-int-1
prodidm-pool,ROUND,ROBIN,prodidm-vip,sc9-tier1-prod-int-1
s2-prod-tcs1-pool,ROUND,ROBIN,s2-prod-tcs1-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-websvc2-pool,ROUND,ROBIN,s2-prod-websvc2-vip.vmware.com,sc9-tier1-prod-int-1
ora-prod-fmidm-ovd-6501-pool,ROUND,ROBIN,ora-prod-fmidm-ovd-6501-vip,sc9-tier1-prod-int-1
portal-prod-vpp-pool,ROUND,ROBIN,portal-prod-vpp-vip,sc9-tier1-prod-int-1
s2-prod-onlinepm-8011-pool,ROUND,ROBIN,s2-prod-onlinepm-8011-vip,sc9-tier1-prod-int-1
prodosb-8011-pool,ROUND,ROBIN,prodosb-8011-vip,sc9-tier1-prod-int-1
ora-prod-fmidm-ovd-7501-pool,ROUND,ROBIN,ora-prod-fmidm-ovd-7501-vip,sc9-tier1-prod-int-1
s2-prod-eval-pool,ROUND,ROBIN,s2-prod-eval-vip,sc9-tier1-prod-int-1
s2-prod-dload-pool,ROUND,ROBIN,s2-prod-dload-vip,sc9-tier1-prod-int-1
s2-prod-vmwsvc-pool,ROUND,ROBIN,s2-prod-vmwsvc-vip,sc9-tier1-prod-int-1
s2-prod-wcm-standby-pool,ROUND,ROBIN,s2-prod-wcm-static-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-sca-pool,ROUND,ROBIN,s2-prod-sca-vip,sc9-tier1-prod-int-1
s2-prod-tcs8-pool,ROUND,ROBIN,s2-prod-tcs8-vip.vmware.com,sc9-tier1-prod-int-1
s2-prod-tcs5-pool,ROUND,ROBIN,s2-prod-tcs5-vip.vmware.com,sc9-tier1-prod-int-1
prod-ISV-pool,LEAST,CONNECTION_MEMBER,prod-ISV-vip,sc9-tier1-prod-int-1
s2-prod-tcs2-pool,ROUND,ROBIN,s2-prod-tcs2-vip.vmware.com,sc9-tier1-prod-int-1
prod-Utility-pool,LEAST,CONNECTION_MEMBER,prod-Utility-vip,sc9-tier1-prod-int-1
oracleapps-prod-pool,ROUND,ROBIN,oracleapps-prod-vip,sc9-tier1-prod-int-1
s2-prod-tcs3-pool,ROUND,ROBIN,s2-prod-tcs3-vip.vmware.com,sc9-tier1-prod-int-1
prod-Beta-pool,ROUND,ROBIN,prod-Beta-vip,sc9-tier1-prod-int-1
vam-prod-lamp-pool,ROUND,ROBIN,vam-prod-lamp-vip-1,sc9-tier1-prod-int-1
prodosb-8012-pool,ROUND,ROBIN,prodosb-8012-vip,sc9-tier1-prod-int-1
s2-prod-wcm-pool-b,ROUND,ROBIN,s2-prod-wcm-vip-b.vmware.com,sc9-tier1-prod-int-1
ucmprod_SSL-pool,ROUND,ROBIN,ucmprod-ssl-vip,sc9-tier1-prod-int-1
FlexStagewebsvc-pool,ROUND,ROBIN,FlexStagewebsvc-vip,sc9-tier1-stage-int-1
Portal-stage-flexlm-pool,ROUND,ROBIN,Portal-stage-flexlm-vip,sc9-tier1-stage-int-1
drstagewebsvc-pool,ROUND,ROBIN,drstagewebsvc-vip,sc9-tier1-stage-int-1
ora-stage-fmidm-6501-ovd-pool,ROUND,ROBIN,ora-stage-fmidm-389-ovd-vip,sc9-tier1-stage-int-1
ora-stage-fmidm-7501-ovd-pool,ROUND,ROBIN,ora-stage-fmidm-636-ovd-vip,sc9-tier1-stage-int-1
phnx-portal-stage-pool,ROUND,ROBIN,phnx-portal-stage-443-vip,sc9-tier1-stage-int-1
phnx-portal-stage-pool,ROUND,ROBIN,phnx-portal-stage-80-vip,sc9-tier1-stage-int-1
portal-stage-licn-pool,ROUND,ROBIN,portal-stage-licn-vip,sc9-tier1-stage-int-1
portal-stage-vpp-pool,ROUND,ROBIN,portal-stage-vpp-vip,sc9-tier1-stage-int-1
s2-stage-accessws-pool,ROUND,ROBIN,s2-stage-accessws-vip,sc9-tier1-stage-int-1
s2-stage-admn-pool,ROUND,ROBIN,s2-stage-admn-vip,sc9-tier1-stage-int-1
s2-stage-admn2-pool,ROUND,ROBIN,s2-stage-admn2-vip,sc9-tier1-stage-int-1
s2-stage-dload-pool,ROUND,ROBIN,s2-stage-dload-vip,sc9-tier1-stage-int-1
s2-stage-eval-pool,ROUND,ROBIN,s2-stage-eval-vip,sc9-tier1-stage-int-1
s2-stage-offpm-pool,ROUND,ROBIN,s2-stage-offpm-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-onlinepm--pool,ROUND,ROBIN,s2-stage-onlinepm-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-sca-pool,ROUND,ROBIN,s2-stage-sca-vip,sc9-tier1-stage-int-1
s2-stage-support-pool,ROUND,ROBIN,s2-stage-support-vip,sc9-tier1-stage-int-1
s2-stage-tcs1-pool,ROUND,ROBIN,s2-stage-tcs1-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs2-pool,ROUND,ROBIN,s2-stage-tcs2-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs3-pool,ROUND,ROBIN,s2-stage-tcs3-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs4-pool,ROUND,ROBIN,s2-stage-tcs4-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs5-pool,ROUND,ROBIN,s2-stage-tcs5-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs6-pool,ROUND,ROBIN,s2-stage-tcs6-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs7-pool,ROUND,ROBIN,s2-stage-tcs7-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-tcs8-pool,ROUND,ROBIN,s2-stage-tcs8-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-util-pool,ROUND,ROBIN,s2-stage-util-vip,sc9-tier1-stage-int-1
s2-stage-vmwsvc-pool,ROUND,ROBIN,s2-stage-vmwsvc-vip,sc9-tier1-stage-int-1
s2-stage-wcm-pool-stabdby,ROUND,ROBIN,s2-stage-wcm-static-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-wcm-pool,ROUND,ROBIN,s2-stage-wcm-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-websvc1-pool,ROUND,ROBIN,s2-stage-websvc1-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-websvc2-pool,ROUND,ROBIN,s2-stage-websvc2-vip.vmware.com,sc9-tier1-stage-int-1
s2-stage-websvc3-pool,ROUND,ROBIN,s2-stage-websvc3-vip.vmware.com,sc9-tier1-stage-int-1
stage-Account-pool,ROUND,ROBIN,stage-Account-vip,sc9-tier1-stage-int-1
stage-Beta-pool,ROUND,ROBIN,stage-Beta-vip,sc9-tier1-stage-int-1
stage-Download-pool,ROUND,ROBIN,stage-Download-vip,sc9-tier1-stage-int-1
stage-Eval-pool,ROUND,ROBIN,stage-Eval-vip,sc9-tier1-stage-int-1
stage-ISV-pool,ROUND,ROBIN,stage-ISV-vip,sc9-tier1-stage-int-1
stage-License-pool,ROUND,ROBIN,stage-License-vip,sc9-tier1-stage-int-1
stage-OEM-pool,LEAST,CONNECTION_MEMBER,stage-OEM-vip,sc9-tier1-stage-int-1
stage-Support-pool,LEAST,CONNECTION_MEMBER,stage-Support-vip,sc9-tier1-stage-int-1
stage-Upgrade-pool,ROUND,ROBIN,stage-Upgrade-vip,sc9-tier1-stage-int-1
stage-Utility-pool,ROUND,ROBIN,stage-Utility-vip,sc9-tier1-stage-int-1
stage-betan-pool,ROUND,ROBIN,stage-betan-vip,sc9-tier1-stage-int-1
stage-s3p3-pool,LEAST,CONNECTION_NODE_ADDRESS,stage-s3p3-vip,sc9-tier1-stage-int-1
stage-soarmi-1-pool,ROUND,ROBIN,stage-soarmi-1-vip,sc9-tier1-stage-int-1
stage-webgate-pool,ROUND,ROBIN,stage-webgate-viip,sc9-tier1-stage-int-1
stageosb-pool,ROUND,ROBIN,stageosb-7777-vip,sc9-tier1-stage-int-1
stageosb-8011-pool,ROUND,ROBIN,stageosb-8011-vip,sc9-tier1-stage-int-1
stagesoax-pool,ROUND,ROBIN,stagesoax-vip.vmware.com,sc9-tier1-stage-int-1
stgidm-pool,ROUND,ROBIN,stgidm-vip,sc9-tier1-stage-int-1
stgsoa-pool,ROUND,ROBIN,stgsoa-7777-vip,sc9-tier1-stage-int-1
stgsoa-pool,ROUND,ROBIN,stgsoa-80-vip,sc9-tier1-stage-int-1
ucmstage-pool,ROUND,ROBIN,ucmstage-vip,sc9-tier1-stage-int-1
ucmstagetril-pool,ROUND,ROBIN,ucmstagetril-vip,sc9-tier1-stage-int-1
vam-stage-lamp-pool,ROUND,ROBIN,vam-stage-lamp-vip-1,sc9-tier1-stage-int-1
vam-stage-mysql-pool,ROUND,ROBIN,vam-stage-mysql-vip-1,sc9-tier1-stage-int-1
s2-stage-websvc4-pool,ROUND,ROBIN,s2-stage-websvc4-vip.vmware.com,sc9-tier1-stage-int-1
stageosb-8012-pool,ROUND,ROBIN,stageosb-8012-vip,sc9-tier1-stage-int-1
s2-stage-wcm-pool-b,ROUND,ROBIN,s2-stage-wcm-vip-b.vmware.com,sc9-tier1-stage-int-1
zimbra-prod-proxy-7071-pool,LEAST,CONNECTION_MEMBER,zimbra-prod-proxy-7071-vip,sc9-tier2-prod-int-1
conscripts-ssh-vip,ROUND,ROBIN,conscripts-ssh-vip,sc9-tier2-prod-int-1
vmweb-prod-people-1-pool,ROUND,ROBIN,people-prod-vip,sc9-tier2-prod-int-1
fedscripts-ssh-pool,ROUND,ROBIN,fedscripts-ssh-vip,sc9-tier2-prod-int-1
changepoint-http-pool,ROUND,ROBIN,changepoint-http-vip,sc9-tier2-prod-int-1
source-pool,ROUND,ROBIN,source-ssl-vip,sc9-tier2-prod-int-1
vmshare-pool,ROUND,ROBIN,vmshare-web-vip,sc9-tier2-prod-int-1
vmshare-ssl-pool,ROUND,ROBIN,vmsearch-ssl-vip,sc9-tier2-prod-int-1
vam-prod-solr-pool,ROUND,ROBIN,vam-prod-solr-vip-1,sc9-tier2-prod-int-1
cat-prod-mln-pool,ROUND,ROBIN,cat-prod-mln-vip.vmware.com,sc9-tier2-prod-int-1
partnerweb-prod-mysql-pool-1,ROUND,ROBIN,partnerweb-prod-mysql-vip-1,sc9-tier2-prod-int-1
knova-prod-kss-pool,PREDICTIVE,MEMBER,knova-prod-kss-vip,sc9-tier2-prod-int-1
jabber-prod-5222-pool,LEAST,CONNECTION_MEMBER,jabber-prod-5222-vip,sc9-tier2-prod-int-1
jabber-prod-5280-pool,LEAST,CONNECTION_MEMBER,jabber-prod-5280-vip,sc9-tier2-prod-int-1
view-http-pool,ROUND,ROBIN,view-http-vip,sc9-tier2-prod-int-1
hrzn-prod-ec-pool,ROUND,ROBIN,hrzn-prod-ec-vip.vmware.com,sc9-tier2-prod-int-1
view-test-pool,ROUND,ROBIN,view-test-vip,sc9-tier2-prod-int-1
test-pool,ROUND,ROBIN,testing-vmshare-vip,sc9-tier2-prod-int-1
at-view-ssl-pool,ROUND,ROBIN,at-view-ssl-vip,sc9-tier2-prod-int-1
cat-prod-mlne-8080-pool,ROUND,ROBIN,cat-prod-mlne-vip-8080-vip,sc9-tier2-prod-int-1
knova-prod-ikb-pool,ROUND,ROBIN,knova-prod-ikb-vip,sc9-tier2-prod-int-1
pchmgmt-7003-pool,ROUND,ROBIN,pchmgmt-7003-vip,sc9-tier2-prod-int-1
vam-prod-mysql-pool-3,ROUND,ROBIN,vam-prod-mysql-vip-3,sc9-tier2-prod-int-1
wlp-prod-offpm-pool,ROUND,ROBIN,prod-offpm-vip,sc9-tier2-prod-int-1
zimbranew-pool,ROUND,ROBIN,zimbranew.vmware.com,sc9-tier2-prod-int-1
at-view-http-pool,ROUND,ROBIN,at-view-http-vip,sc9-tier2-prod-int-1
fbi-prod-pool,ROUND,ROBIN,fbi-prod-vip,sc9-tier2-prod-int-1
pchmgmt-7004-pool,ROUND,ROBIN,pchmgmt-7004-vip,sc9-tier2-prod-int-1
s2-prod-gsseform-pool,ROUND,ROBIN,s2-prod-gsseform-vip.vmware.com,sc9-tier2-prod-int-1
view-ssl-pool,ROUND,ROBIN,view-ssl-vip,sc9-tier2-prod-int-1
obie-prod-ksfr-pool,ROUND,ROBIN,obie-prod-ksfr-vip,sc9-tier2-prod-int-1
changepoint-8080-pool,ROUND,ROBIN,chanagepoint-8080-vip,sc9-tier2-prod-int-1
vam-prod-lamp-pool-2,ROUND,ROBIN,vam-prod-lamp-vip-2,sc9-tier2-prod-int-1
zimbra-prod-license-ssl-pool,ROUND,ROBIN,zimbra-prod-license-ssl-vip,sc9-tier2-prod-int-1
wwwapps-prod-dbslave-pool-1,ROUND,ROBIN,wwwapps-prod-dbslave-vip-1,sc9-tier2-prod-int-1
s2-prod-catsso-pool,ROUND,ROBIN,s2-prod-catsso-vip.vmware.com,sc9-tier2-prod-int-1
zimbra-prod-mta-465-pool,ROUND,ROBIN,zimbra-prod-mta-465-vip,sc9-tier2-prod-int-1
zimbra-prod-license-3306-pool,ROUND,ROBIN,zimbra-prod-license-3306-vip,sc9-tier2-prod-int-1
knova-prod-kcc-pool,ROUND,ROBIN,knova-prod-kcc-vip,sc9-tier2-prod-int-1
scripts-ssh-pool,ROUND,ROBIN,scripts-ssh-vip,sc9-tier2-prod-int-1
prod-utiln-pool,LEAST,CONNECTION_MEMBER,prod-utiln-vip,sc9-tier2-prod-int-1
vmsearch-pool,ROUND,ROBIN,vmsearch-web-vip,sc9-tier2-prod-int-1
vam-prod-img-mgr-mysql-pool,ROUND,ROBIN,vam-prod-img-mgr-mysql-vip,sc9-tier2-prod-int-1
vam-prod-img-mgr-pool,ROUND,ROBIN,vam-prod-img-mgr-vip,sc9-tier2-prod-int-1
vam-prod-img-tfr-pool,ROUND,ROBIN,vam-prod-img-tfr-vip,sc9-tier2-prod-int-1
obie-prod-bu-pool,ROUND,ROBIN,obie-prod-bu-vip,sc9-tier2-prod-int-1
wwwapps-prod-web-pool-1-i,ROUND,ROBIN,wwwapps-prod-web-vip-1-i,sc9-tier2-prod-int-1
prod-patm-pool,ROUND,ROBIN,prod-patm-vip,sc9-tier2-prod-int-1
poet-prod-pool,ROUND,ROBIN,poet-prod-vip,sc9-tier2-prod-int-1
obie-prod-ksmk-pool,ROUND,ROBIN,obie-prod-ksmk-vip,sc9-tier2-prod-int-1
prodsapbpc-pool,LEAST,CONNECTION_MEMBER,prodsapbpc-vip,sc9-tier2-prod-int-1
vmdash-pool,ROUND,ROBIN,vmdash-vip,sc9-tier2-prod-int-1
zimbra-admin-console,ROUND,ROBIN,zimbra-admin-console-vip,sc9-tier2-prod-int-1
pri-http-pool,ROUND,ROBIN,pri-http-vip,sc9-tier2-prod-int-1
sc9-ad-3268-pool,ROUND,ROBIN,sc9-ad-3268-vip,sc9-tier2-prod-int-1
vmweb-pool,ROUND,ROBIN,vmweb-apache2-vip-sc9.vmware.com,sc9-tier2-prod-int-1
sc9-ad-3269-pool,ROUND,ROBIN,sc9-ad-3269-vip,sc9-tier2-prod-int-1
sc9-ad-389-pool,ROUND,ROBIN,sc9-ad-389-vip,sc9-tier2-prod-int-1
sc9-ad-636-pool,ROUND,ROBIN,sc9-ad-636-vip,sc9-tier2-prod-int-1
vmshare-ssl-pool,ROUND,ROBIN,vmshare-ssl-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-pool,LEAST,CONNECTION_MEMBER,zimbra-prod-proxy-80-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-993-pool,ROUND,ROBIN,zimbra-prod-proxy-993-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-110-pool,ROUND,ROBIN,zimbra-prod-proxy-995-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-pool,LEAST,CONNECTION_MEMBER,zimbra-prod-proxy-ssl-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-110-pool,ROUND,ROBIN,zimbra-prod-proxy-110-vip,sc9-tier2-prod-int-1
zimbra-prod-proxy-143-pool,ROUND,ROBIN,zimbra-prod-proxy-143-viip,sc9-tier2-prod-int-1
s2-prod-catsso-9443-pool,ROUND,ROBIN,s2-prod-catsso-9443-vip.vmware.com,sc9-tier2-prod-int-1
vdc-prod-repo-pool,ROUND,ROBIN,vdc-prod-repo-vip,sc9-tier2-prod-int-1
s2-maint-wcm-pool,ROUND,ROBIN,s2-maint-wcm-vip,sc9-tier2-prod-int-1
knova-prd2-kcc-pool,ROUND,ROBIN,knova-prd2-kcc-vip,sc9-tier2-prod-int-1
knova-prd2-kss-pool,PREDICTIVE,MEMBER,knova-prd2-kss-vip,sc9-tier2-prod-int-1
s2-prod-catsso-pool-9704,ROUND,ROBIN,s2-prod-catsso-vip-9704,sc9-tier2-prod-int-1
idmdatautility-test-pool,ROUND,ROBIN,idmdatautility-test.vmware.com,sc9-tier2-prod-int-1
tableau-prod-pool,ROUND,ROBIN,tableau-prod-vip,sc9-tier2-prod-int-1
webintvip-443-pool,ROUND,ROBIN,webintvip-443,sc9-tier2-prod-int-1
webintvip-4443-pool,ROUND,ROBIN,webintvip-4443,sc9-tier2-prod-int-1
webintvip-http-pool,ROUND,ROBIN,webintvip-http,sc9-tier2-prod-int-1
owaintvip-443-pool,ROUND,ROBIN,owaintvip-443,sc9-tier2-prod-int-1
ex13-cas-pool-110,LEAST,CONNECTION_NODE_ADDRESS,ex13-cas-vip-110,sc9-tier2-prod-int-1
ex13-cas-pool-25,LEAST,CONNECTION_NODE_ADDRESS,ex13-cas-vip-25,sc9-tier2-prod-int-1
ex13-cas-pool-143,LEAST,CONNECTION_NODE_ADDRESS,ex13-cas-vip-143,sc9-tier2-prod-int-1
ex13-cas-pool-443,LEAST,CONNECTION_NODE_ADDRESS,ex13-cas-vip-443,sc9-tier2-prod-int-1
ex13-cas-pool,LEAST,CONNECTION_NODE_ADDRESS,ex13-cas-vip,sc9-tier2-prod-int-1
fcb-pool-443,ROUND,ROBIN,fcb-vip-443,sc9-tier2-prod-int-1
sc9-ad-389-pool,ROUND,ROBIN,adautofs-vip-389,sc9-tier2-prod-int-1
sc9-ad-636-pool,ROUND,ROBIN,adautofs-vip-636,sc9-tier2-prod-int-1
s2-prod-catsso-newvip-pool-8072,ROUND,ROBIN,s2-prod-catsso-newvip-8072,sc9-tier2-prod-int-1
sc9-ad-389-pool,ROUND,ROBIN,tpamback-vip.vmware.com.,sc9-tier2-prod-int-1
sc9-ad-636-pool,ROUND,ROBIN,tpamback-vip-636.vmware.com.,sc9-tier2-prod-int-1
montools-prod-hyp-sc9-vip-1-pool-7080,ROUND,ROBIN,montools-prod-hyp-sc9-vip-1.vmware.com,sc9-tier2-prod-int-1
montools-prod-hyp-sc9-vip-1-pool-7443,ROUND,ROBIN,montools-prod-hyp-sc9-vip-1.vmware.com-7443,sc9-tier2-prod-int-1
prodrmq-new-vip.vmware.com,ROUND,ROBIN,prodrmq-new-vip.vmware.com,sc9-tier2-prod-int-1
idmdatautility-test-pool,ROUND,ROBIN,idmdatautility.vmware.com-443,sc9-tier2-prod-int-1
idmutility-prod-proxy-pool,ROUND,ROBIN,idmdatautility-vip-https,sc9-tier2-prod-int-1
gss-sc9-pool,ROUND,ROBIN,gss-sc9-vip,sc9-tier2-prod-int-1
knova-prod-ikb-pool,ROUND,ROBIN,knova-prod-ikb-vip-SSL,sc9-tier2-prod-int-1
tableauexec-prod-pool,ROUND,ROBIN,tableauexec-prod-vip,sc9-tier2-prod-int-1
tableauexec-prod-pool,ROUND,ROBIN,tableauexec-prod-vip-SSL,sc9-tier2-prod-int-1
SC09-OWA-pool,ROUND,ROBIN,OWA-autodiscovery-vip,sc9-tier2-prod-int-2
s2-prod-websvc3-pool,ROUND,ROBIN,s2-prod-websvc3-vip,sc9-tier2-prod-int-2
oracleapps-stage-pool,ROUND,ROBIN,oracleapps-stage-vip,sc9-tier2-prod-int-2
SC09-OWA-imap4-pool,ROUND,ROBIN,OWA-imap4-ssl-vip,sc9-tier2-prod-int-2
oraclereport-apps-stage-pool,ROUND,ROBIN,oraclereport-apps-stage-vip,sc9-tier2-prod-int-2
SC09-OWA-pop3-pool,ROUND,ROBIN,OWA-pop3-vip,sc9-tier2-prod-int-2
zimbra-ad-3269-pool,ROUND,ROBIN,zimbra-ad-3269-vip,sc9-tier2-prod-int-2
view-ssl-pool,ROUND,ROBIN,view-ssl-vip,sc9-tier2-prod-int-2
sc9-proxy-pool,ROUND,ROBIN,sc9-proxy-vip,sc9-tier2-prod-int-2
at-view-http-pool,ROUND,ROBIN,at-view-test-http-vip,sc9-tier2-prod-int-2
at-view-ssl-pool,ROUND,ROBIN,at-view-test-vip,sc9-tier2-prod-int-2
SC09-OWA-imap4-pool,ROUND,ROBIN,OWA-imap4-vip,sc9-tier2-prod-int-2
oraclereport-stage-pool,ROUND,ROBIN,oraclereport-stage-vip,sc9-tier2-prod-int-2
proofpoint-ib-pool,ROUND,ROBIN,proofpoint-ib-vip,sc9-tier2-prod-int-2
zimbra-ad-3268-pool,ROUND,ROBIN,zimbra-ad-3268-vip,sc9-tier2-prod-int-2
ceip-prod-pool,ROUND,ROBIN,ceip-prod-ssl-vip,sc9-tier2-prod-int-2
